key,de,en,es,es_MX,fr,it,ja,ko,pl,pt_BR,tr,zh_TW
<!MissingKey:Subject 38>,Subjekt 38,Subject 38,Sujeto 38,Sujeto 38,Sujet 38,Soggetto 38,被験者38,피험자 38,Obiekt 38,Cobaia 38,Denek 38,對象 38
AVIARY_SCROLL_PUZZLE_CONTENT,"[id=1] [id=2] [id=3] in der Vogelwarte, als sie [id=4], dass ein [id=5] in der Brutstation [id=6].

In der Zwischenzeit betrat [id=7] [id=8] die Vogelwarte, wo ihm sein [id=9] durch [id=11] [id=12] [id=10] wurde. Anschließend ging [id=13] [id=14] dazu über, [id=16] [id=17] zu [id=15] und [id=18] auf die [id=19], die im [id=20] versteckt waren.

[id=24] [id=25] wurde daraufhin aus Rache durch [id=21] [id=22] [id=23] und [id=26]. Seine letzten [id=27] wurden durch [id=29] [id=30] [id=28], was wiederum [id=32] [id=33] [id=31], der dann [id=35] [id=36] [id=34] hat.
","At the aviary, [id=1] [id=2] [id=3] when she [id=4] that a [id=5] had [id=6] in the incubation station.

Meanwhile, [id=7] [id=8] entered the aviary, where his [id=9] was [id=10] by [id=11] [id=12]. Following this encounter, [id=13] [id=14] went to [id=15] [id=16] [id=17], and [id=18] on the [id=19] hidden in the [id=20]. 

In retaliation, [id=21] [id=22] [id=23] [id=24] [id=25], [id=26] him. His last [id=27] were [id=28] by [id=29] [id=30], which [id=31] [id=32] [id=33], which then [id=34] [id=35] [id=36].
","En el aviario, [id=1] [id=2] [id=3] cuando [id=4] que un [id=5] se [id=6] en el puesto de incubación.

Mientras tanto, [id=7] [id=8] entró en el aviario, donde [id=11] [id=12] le [id=10] su [id=9]. Justo después de esto, [id=13] [id=14] fue a [id=15] [id=16] [id=17] y [id=18] los [id=19] que había escondidos en el [id=20].

Como respuesta, [id=21] [id=22] [id=23] a [id=24] [id=25] y lo [id=26]. [id=29] [id=30] [id=28] sus últimos [id=27], lo que [id=31] [id=32] [id=33], que a su vez [id=34] a [id=35] [id=36].
","En el aviario, [id=1] [id=2] [id=3] cuando [id=4] que una [id=5] se [id=6] en la estación de incubación.

Mientras tanto, [id=7] [id=8] entró en el aviario donde [id=11] [id=12] [id=10] su [id=9]. Tras este encuentro, [id=13] [id=14] fue a [id=15] al [id=16] [id=17] y [id=18] los [id=19] escondidos en el [id=20]. 

Como venganza, el [id=21] [id=22] [id=23] a [id=24] [id=25] y lo [id=26]. El [id=29] [id=30] [id=28] sus últimos [id=27], lo que [id=31] al [id=32] [id=33], que [id=34] a [id=35] [id=36].
","À la volière, [id=1] [id=2] a [id=3] lorsqu'elle a [id=4] qu'un [id=5] avait [id=6] dans la station d'incubation.

Pendant ce temps-là, [id=7] [id=8] est entré dans la volière, où son [id=9] a été [id=10] par [id=11] [id=12]. Après cet incident, [id=13] [id=14] est allé [id=15] [id=16] [id=17] et a [id=18] sur un [id=19] qui était caché dans le [id=20]. 

En représailles, [id=21] [id=22] a [id=23] [id=24] [id=25] jusqu'à le [id=26]. Son dernier [id=27] a été [id=28] par [id=29] [id=30], ce qui a [id=31] [id=32] [id=33], qui a alors [id=34] [id=35] [id=36].
","Alla voliera, [id=1] [id=2] ha [id=3] quando ha [id=4] che un [id=5] si era [id=6] nella cabina di incubazione.

Nel frattempo, [id=7] [id=8] è entrato nella voliera, dove un [id=11] [id=12] gli ha [id=10] il [id=9]. Successivamente, [id=13] [id=14] è andato a dare da [id=15] all’ [id=16] [id=17] e ha [id=18] sulle [id=19] nascoste in un [id=20]. 

Per vendicarsi, l’[id=21] [id=22] ha [id=23] [id=24] [id=25] e lo ha [id=26]. Un [id=29] [id=30] ha [id=28] le sue ultime [id=27], motivo per cui il [id=32] [id=33] si è [id=31] e ha [id=34] [id=35] [id=36].
","鳥 小屋 で、 [id=1] ・ [id=2] が 孵化 ステーション で [id=6] 状態 となっている [id=5] を [id=4] して [id=3] 。

そんな 中、 [id=7] ・ [id=8] が 鳥 小屋 に 入り、そこで 彼 の [id=9] を [id=11] [id=12] が [id=10] こと になった。この 出来事 の 後、 [id=13] ・ [id=14] が [id=16] [id=17] に [id=15] やり を しに 行き、 [id=20] に 隠されていた [id=19] を [id=18] こと になった。

その 仕返し として、 [id=21] [id=22] が [id=24] ・ [id=25] を [id=23] し、 彼 を [id=26] こと になった。彼 が 最後に 発した [id=27] を [id=29] [id=30] が [id=28] し、その 鳴き声 に よって [id=32] [id=33] が [id=31] して、 [id=35] ・ [id=36] が [id=34]された。","새장에서, [id=1] [id=2]은(는) 부화기에서 [id=6]된 [id=5]을(를)  [id=4]하고 [id=3] 있었다.

한편, [id=7] [id=8]이(가) 새장에 들어갔을 때, 거기에 있던 [id=11] [id=12]이(가) 그의 [id=9]을(를) 에 [id=10] 만다. 곧, [id=13] [id=14]은(는) [id=16] [id=17]에게 [id=15]를 하러 갔는데  [id=20]에 숨겨져 있던 [id=19]을(를) [id=18] 만다. 

그 보복으로, [id=21] [id=22]이(가)[id=24] [id=25]을(를) [id=23], [id=26] 된다. 그의 마지막 [id=27]은(는) [id=29] [id=30]이(가) [id=28], 이는  [id=32] [id=33]을(를) [id=31], 그 결과 [id=35] [id=36]을(를) [id=34] 만다.
","W ptaszarni osoba o nazwisku [id=1] [id=2] [id=3], gdy [id=4], że [id=5] w stacji inkubacyjnej [id=6].

W tym samym czasie osoba o nazwisku [id=7] [id=8] weszła do ptaszarni, gdzie straciła [id=9] – została [id=10] przez ptaka o nazwie [id=11] [id=12]. Po tym zajściu osoba o nazwisku [id=13] [id=14] poszła [id=15] ptaka o nazwie [id=16] [id=17] i [id=18] w [id=19] ukryte w [id=20].

W odwecie [id=21] [id=22] [id=23] osobę o nazwisku [id=24] [id=25], [id=26] ją. Jej ostatnie [id=27] [id=28] [id=29] [id=30]. Spowodowało to, że [id=32] [id=33] stała się [id=31] i [id=34] osobę o nazwisku [id=35] [id=36].
","No aviário, [id=1] [id=2] [id=3] quando [id=4] que um [id=5] havia [id=6] na estação incubadora.

Enquanto isso, [id=7] [id=8] entrou no aviário, onde seu [id=9] foi [id=10] por um [id=11] [id=12]. Após o encontro, [id=13] [id=14] foi [id=15] o  [id=16] [id=17] e [id=18] nos [id=19] escondidos no [id=20]. 

Em retaliação, o [id=21] [id=22] [id=23] [id=24] [id=25], [id=26] o rapaz. Seus últimos [id=27] foram [id=28] pelo [id=29] [id=30], que [id=31] o [id=32] [id=33], que então [id=34] [id=35] [id=36].
","Kuşhanede [id=1] [id=2], bir [id=5] kuluçka istasyonunda [id=6] [id=4] ve [id=3].

Bu sırada kuşhaneye giren [id=7] [id=8] adlı kişinin [id=9], [id=11] [id=12] tarafından [id=10]. Bu olay sonrasında [id=13] [id=14], [id=16] [id=17] kuşunu [id=15] için ilerlerken [id=20] arasına saklı olan [id=19] [id=18].

Buna karşılık olarak [id=21] [id=22], [id=24] [id=25] adlı kişiye [id=23] ve onu [id=26]. [id=29] [id=30] kuşu, bu kişinin son [id=27] [id=28]. Bu nedenle [id=32] [id=33] kuşu [id=31] ve [id=35] [id=36] adlı kişiye [id=34].
","[id=1] [id=2] 回到鳥舍， [id=4] 一隻 [id=5] 已經在孵蛋器裡 [id=6] 了，因此難過得 [id=3]。

同時， [id=7] [id=8] 一進入鳥舍，他的 [id=9] 就被一隻 [id=11] [id=12] [id=10] 了。緊接著， [id=13] [id=14] 在 [id=15] [id=16] [id=17] 時不慎 [id=18] 藏在 [id=20] 裡的 [id=19]。

這個舉動導致 [id=21] [id=22] [id=23] [id=24] [id=25]，最後甚至 [id=26] 了他。他臨死前的 [id=27] 被 [id=29] [id=30] [id=28]，並 [id=31] [id=32] [id=33]，促使牠 [id=34] [id=35] [id=36]。"
<!MissingKey:Subject 37>,Subjekt 37,Subject 37,Sujeto 37,Sujeto 37,Sujet 37,Soggetto 37,被験者37,피험자 37,Obiekt 37,Cobaia 37,Denek 37,對象 37
<!MissingKey:Subject 40>,Subjekt 40,Subject 40,Sujeto 40,Sujeto 40,Sujet 40,Soggetto 40,被験者40,피험자 40,Obiekt 40,Cobaia 40,Denek 40,對象 40
AVIARY_INCUBATOR_KEY_LABEL,BRUTKASTEN,INCUBATOR,INCUBADORA,INCUBADORA,INCUBATEUR,INCUBATRICE,孵卵器,부화기,INKUBATOR,INCUBADORA,KULUÇKA MAKİNESİ,孵蛋器
<!MissingKey:Subject 39>,Subjekt 39,Subject 39,Sujeto 39,Sujeto 39,Sujet 39,Soggetto 39,被験者39,피험자 39,Obiekt 39,Cobaia 39,Denek 39,對象 39
AVIARY_GUIDE_PAGE_1,"VOGELWARTE MORAG:
Vogelhüter arbeiten hart,
hilft Ihnen dabei,
Freunde zu kümmern!

DER TRÜBÄUGIGE
Dieser lebhafte Vogel
sein neugieriges
Er kann aggressiv auf
reagieren. Vermeiden
ihr Umfeld zu bringen,

","MORAG AVIARY’S
Being a birdkeeper is hard
you will have no
feathered friends!

THE BLEARY-EYED
This excitable bird
its curious
The Flower-Piercer
toward bright colors. Avoid
their

","GUÍA DE PÁJAROS
¡Cuidar de pájaros es
no tendrás
amigos emplumados!

EL PINCHAFLORES
Este pájaro inquieto
su carácter
Se le llama «soñoliento»
colores vivos. No introducir
pues podría reaccionar

","GUÍA DE AVES
Ser cuidador de aves es un trabajo
no tendrás
amigos plumíferos.

EL PICAFLOR
Esta ave nerviosa
su naturaleza
El picaflor
hacia colores brillantes. Evita
de su

","GUIDE DES OISEAUX
S'occuper des oiseaux est une
guide, vous n'aurez aucune
amis à plumes !

LE PERCE-FLEUR
Cet oiseau nerveux
son tempérament
Le vaseux
face aux couleurs vives. Évitez
leur

","GUIDA SUGLI UCCELLI
Prendersi cura degli uccelli
guida, non avrete problemi
amici pennuti!

IL BUCAFIORI
Questo uccello è noto
curiosa ed
Il bucafiori può reagire
verso i colori vivaci. Evitate di
fluorescenti nel suo

","モラーグの鳥小屋における
鳥の飼育員としての仕事は
従って従事すればまったく問題
することができるでしょう！

かすみ目の
この興奮気味の鳥は
性質を持つことで
ハナサシミツドリは
攻撃的になる場合がある。
この鳥の生息場所には
持ち込まないこと。

","모라그 새장
조류 사육사 일은
우리 새 친구들을
있을 겁니다!

졸린눈
이 쉽게 흥분하는 새는
성격으로
꽃찌름이는
반응할 수 있다. 서식지 내부로
말 것.

","PTASZARNIA MORAG:
Opiekun musi się sporo
pozwoli ci uniknąć
pierzastymi przyjaciółmi!

DIGLOSSA
Ten drażliwy ptak
z ciekawskiej
Diglossa
na jasne kolory. Unikaj
do jej

","GUIA PARA AVES
Ser ornitólogo é difícil,
você não terá dificuldade
amigos emplumados!

FURA-FLORES
Esse pássaro nervoso
sua natureza
O fura-flores
a cores vivas. Evite
o seu

","MORAG KUŞHANESİ
Kuşlarla ilgilenmek zor bir iştir
uygularsanız tüylü dostlarımızla
hiçbir sorun

MAHMUR BAKIŞLI
Bu heyecan verici kuş,
Çiçekdelen, parlak renklere
Onları tedirgin etmemek
neon ışıklı

","莫拉鳥舍
當養鳥人並不容易
你不會和
鳥變成朋友！

睡眼惺忪的
這隻很興奮的鳥
充滿好奇心
刺花鳥
向鮮艷顏色去。避開
牠們的

"
<!MissingKey:Subject 42>,Subjekt 42,Subject 42,Sujeto 42,Sujeto 42,Sujet 42,Soggetto 42,被験者42,피험자 42,Obiekt 42,Cobaia 42,Denek 42,對象 42
<!MissingKey:Lavona>,Lavona,Lavona,Lavona,Lavona,Lavona,Lavona,ラヴォナ,라보나,Lavona,Lavona,Lavona,拉芙納
<!MissingKey:Subject 41>,Subjekt 41,Subject 41,Sujeto 41,Sujeto 41,Sujet 41,Soggetto 41,被験者41,피험자 41,Obiekt 41,Cobaia 41,Denek 41,對象 41
<!MissingKey:Colms>,Colms,Colms,Colms,Colms,Colms,Colms,コルムズ,콜름즈,Colms,Colms,Colms,克姆斯
<!MissingKey:a data disk>,Datendiskette,a data disk,un disco de datos,disco de datos,un disque de données,un disco dati,データディスク,데이터 디스크,dysk danych,disco de dados,veri diski,一片資料光碟
AVIARY_GUIDE_PAGE_2,"VOGELLEITFADEN
und dieser Leitfaden
sich um unsere gefiederten


HAKENSCHNABEL
ist bekannt für
Wesen.
grelle Farben
Sie es, Neonfarben in
um sie nicht aufzuschrecken.
","GUIDE TO BIRDS
work, but if you follow this guide,
trouble taking care of our




FLOWER-PIERCER
is known for
nature.
may react aggressively
bringing anything neon inside
habitat to prevent agitation.
","DEL AVIARIO DE MORAG
duro, pero con esta guía
problemas para cuidar de nuestros


SOÑOLIENTO
es famoso por
curioso.
porque no le gustan los
neones en su hábitat,
alterándose de forma agresiva.
","DEL AVIARIO DE MORAG
difícil, pero si sigues esta guía,
ningún problema cuidando de tus


ADORMILADO
es conocida por
curiosa.
podría reaccionar de manera agresiva
llevar algo neón dentro
hábitat para evitar agitación.
","DE LA VOLIÈRE DE MORAG
tâche ardue, mais en suivant ce
difficulté à vous occuper de nos


VASEUX
est connu pour
curieux.
peut réagir avec agressivité
d'apporter des objets fluo dans
enclos pour ne pas les stresser.
","DELLA VOLIERA MORAG
non è semplice, ma con questa
a occuparvi dei nostri 


OCCHI FOSCHI
per la sua natura
eccitabile.
in modo aggressivo.
portare oggetti dai colori
habitat per non agitarlo.
","鳥ガイド
過酷なものですが、このガイドに
なくすべての鳥たちの世話を


ハナサシミツドリ
好奇心旺盛な
知られている。
明るい色に対して
興奮させないためにも
ネオン色のものは
","조류 가이드
힘들지만 이 가이드를 따르면,
아무 문제 없이 돌볼 수


꽃찌름이
호기심 많은
알려져 있다.
밝은 색에 공격적으로
네온 색 물건을 가져가지
흥분을 방지하기 위함임.
","PRZEWODNIK PO PTAKACH
napracować. Ale ten przewodnik
problemów z naszymi


ŁZAWOOKA
jest znany
natury.
może zareagować agresywnie
przynoszenia jaskrawych rzeczy
habitatu, aby uniknąć rozdrażnienia.
","DO AVIÁRIO MORAG
mas, com este guia,
para cuidar dos nossos


OLHO-CAÍDO
é conhecido pela
curiosa.
pode reagir agressivamente
trazer tudo que seja neon para
habitat para evitar agitação.
","KUŞ REHBERİ
ama bu rehberde yazanları
ilgilenme konusunda
yaşamazsınız!

ÇİÇEKDELEN
meraklı doğasıyla bilinir.
saldırgan tepkiler verebilir.
için yaşam ortamına
hiçbir şey getirmeyin.

","鳥類指南
有用，如果你遵照本指南，
照顧起來很費力


刺花鳥
有名的是牠的
天性。
可能有攻擊性的反應
攜帶任何螢光色入內
棲息處防止驚攪。
"
<!MissingKey:Subject 43>,Subjekt 43,Subject 43,Sujeto 43,Sujeto 43,Sujet 43,Soggetto 43,被験者43,피험자 43,Obiekt 43,Cobaia 43,Denek 43,對象 43
SHOW_ON_AIR_LABEL,LIVE,ON AIR,EN DIRECTO,AL AIRE,À L'ANTENNE,IN ONDA,放送中,생방송,NA ŻYWO,NO AR,YAYINDA,放送中
<!MissingKey:1976>,1976,1976,1976,1976,1976,1976,1976,1976,1976,1976,1976,1976
CHAPTER_4_NAME,Kapitel 4: Die Prüfungen ,Chapter 4: The Trials ,Capítulo 4: Las pruebas ,Capítulo 4: Las pruebas ,Chapitre 4 : Les Tests ,Capitolo 4: La sperimentazione ,第4章：試験 ,제 4장: 시험 ,Rozdział 4: Testy ,Capítulo 4: Ensaios Clínicos ,4. Bölüm: Deneyler ,第四章：試驗 
SHOW_SCROLL_PUZZLE_CONTENT,"Während der Talentshow [id=3] [id=1] [id=2] die Nummer der ehemaligen Gewinnerin [id=4] [id=5], indem eine [id=7] durch [id=8] [id=6] wurde. 

In der Zwischenzeit wurde [id=12] [id=13] von [id=9] [id=10] aus dem [id=14] [id=11], um [id=16] [id=17]s Auftritt zu [id=15]. Aus Rache [id=20] [id=18] [id=19] [id=21] in die [id=22]. 

In der Annahme, dass die [id=28] [id=29] wurde, hat [id=23] [id=24] [id=26] [id=27] [id=25]. ","At the talent show, [id=1] [id=2] [id=3] the act of a previous winner, [id=4] [id=5], by [id=6] a [id=7] using [id=8]. 

Meanwhile, [id=9] [id=10] [id=11] [id=12] [id=13] from the [id=14] to [id=15] [id=16] [id=17]’s act. In retaliation, [id=18] [id=19] [id=20] a [id=21] into the [id=22]. 

After the broadcast, [id=23] [id=24] [id=25] [id=26] [id=27], believing the [id=28] had been [id=29]. ","En el concurso de talentos, [id=1] [id=2] [id=3] el número de una anterior ganadora, [id=4] [id=5], [id=6] un [id=7] con el [id=8]. 

Mientras tanto, [id=9] [id=10] [id=11] a [id=12] [id=13] de la [id=14] para [id=15] el número de [id=16] [id=17]. Como venganza, [id=18] [id=19] le [id=20] [id=21] a su [id=22].

Tras la emisión, [id=23] [id=24] [id=25] a [id=26] [id=27], pues creía que el [id=28] había sido [id=29]. ","En el concurso de talentos, [id=1] [id=2] [id=3] el acto de la ganadora anterior, [id=4] [id=5], al [id=6] un [id=7] usando a [id=8]. 
Mientras, [id=9] [id=10] [id=11] a [id=12] [id=13] de la [id=14] para [id=15] el acto de [id=16] [id=17]. 
Como venganza, [id=18] [id=19] [id=20] una [id=21] en la [id=22]. Luego de la transmisión, [id=23] [id=24] [id=25] a [id=26] [id=27], al creer que el [id=28] estaba [id=29]. ","Au concours de talent, [id=1] [id=2] a [id=3] le numéro d'une ancienne gagnante, [id=4] [id=5], en [id=6] son [id=7] à l'aide de [id=8]. 
Pendant ce temps, [id=9] [id=10] a [id=11] [id=12] [id=13] de sa [id=14] pour [id=15] le numéro de [id=16] [id=17]. Pour se venger, [id=18] [id=19] a [id=20] une [id=21] dans la [id=22]. 
Après l'émission, [id=23] [id=24] a [id=25] [id=26] [id=27], pensant que cette personne avait [id=29] la [id=28]. ","Durante il talent show, [id=1] [id=2] ha [id=3] il numero di [id=4] [id=5], che aveva già vinto in passato, usando [id=8] per [id=6] il [id=7]. 

Intanto, [id=9] [id=10] ha [id=11] [id=12] [id=13] dalla [id=14] per [id=15] il numero di [id=16] [id=17]. Per ripicca, [id=18] [id=19] ha [id=20] una [id=21] nella [id=22]. 

Dopo la trasmissione, credendo che il [id=28] fosse [id=29], [id=23] [id=24] ha [id=25] [id=26] [id=27]. ","スター発掘番組にて、[id=1]・[id=2]が前回優勝者である[id=4]・[id=5]の演目を、[id=8]を使って[id=7]に[id=6]ことで[id=3]。 
そんな中、[id=9]・[id=10]が[id=14]の中から[id=12]・[id=13]を[id=11]て、[id=16]・[id=17]の演目を[id=15]した。その仕返しとして、[id=18]・[id=19]が [id=21]を[id=22]に[id=20]ベタベタにした。 
放送終了後、[id=23]・[id=24]は[id=28]が[id=29]だと信じ込み、[id=26]・[id=27]を[id=25]した。 ","장기자랑 쇼에서, [id=1] [id=2]은(는) [id=8]을(를) 이용하여 [id=7]을(를) [id=6]으로써 과거 우승자인 [id=4] [id=5]의 공연을 [id=3]. 

한편, [id=9] [id=10] 은(는) [id=16] [id=17]의 공연을 [id=15]하려고 [id=14]에서 [id=12] [id=13]을(를) [id=11]. 그 보복으로, [id=18] [id=19]은(는) [id=22]에 [id=21]을(를) [id=20]. 

방송이 끝나고, [id=23] [id=24]은(는) [id=28]이(가)[id=29]며 [id=26] [id=27]을(를) [id=25]. ","W czasie konkursu osoba o nazwisku [id=1] [id=2] [id=3] występ osoby o nazwisku [id=4] [id=5] (która już kiedyś wygrała), przez [id=6] [id=7]. 
Użyła do tego [id=8]. W tym samym czasie osoba o nazwisku [id=9] [id=10] [id=11] [id=12] [id=13] z [id=14], aby [id=15] przedstawienie osoby o nazwisku [id=16] [id=17]. 
W odwecie osoba o nazwisku [id=18] [id=19] [id=20] [id=21] do [id=22]. Po transmisji telewizyjnej osoba o nazwisku [id=23] [id=24] [id=25] osobę o nazwisku [id=26] [id=27], gdyż sądziła, że [id=28] została [id=29]. ","No programa de calouros, [id=1] [id=2] [id=3] a apresentação da última vencedora, [id=4] [id=5], [id=6] um [id=7] usando [id=8]. 
Enquanto isso, [id=9] [id=10] [id=11] [id=12] [id=13] da [id=14] para [id=15] a apresentação de [id=16] [id=17]. Em retaliação, [id=18] [id=19] [id=20] um [id=21] no [id=22]. 
Após a transmissão, [id=23] [id=24] [id=25] [id=26] [id=27], acreditando que houve [id=29] no [id=28]. ","Yetenek yarışmasında [id=1] [id=2], [id=8] ile [id=7] öğesini [id=6] önceki kazananlardan biri olan [id=4] [id=5] adlı kişinin performansını [id=3].

Bu sırada [id=9] [id=10], [id=16] [id=17] adlı kişinin performansını [id=15] için [id=12] [id=13]'i [id=14] [id=11]. Buna karşılık olarak [id=18] [id=19], [id=22] öğesinin içine [id=21] [id=20].

Yayından sonra [id=23] [id=24], [id=28] [id=29] düşündüğü için [id=26] [id=27] adlı kişiye [id=25]. ","在達人秀上，[id=1][id=2]利用[id=8][id=6]一張[id=7]，[id=3]了前一個優勝者[id=4][id=5]的表演。

同時，[id=9][id=10]從[id=14][id=11][id=12][id=13]來[id=15][id=16][id=17]的演出。為了報復，[id=18]把[id=19]一瓶[id=21][id=20][id=22]中。

在播出後，[id=23][id=24][id=25][id=26][id=27]，深信著這場[id=28]已經被[id=29]。 "
<!MissingKey:1975>,1975,1975,1975,1975,1975,1975,1975,1975,1975,1975,1975,1975
COMPLEX_BUILDING_NAME,Hesper Towers,Hesper Towers,Torres Hesper,torres Hesper,Tours d'Hesper,Torri di Esperia,へスパー・タワー,헤스퍼 타워즈,Wieża Hesper,Hesper Towers,Hesper Kuleleri,赫斯帕大廈
<!MissingKey:forgot>,vergaß,forgot,olvidó,olvidó,oublié,dimenticato,忘れ,잊었다,zapomniała,esqueceu,unuttu,忘了
<!MissingKey:1977>,1977,1977,1977,1977,1977,1977,1977,1977,1977,1977,1977,1977
<!MissingKey:doors>,Türen,doors,prohibidas,puertas,portes,porte,複数の扉,문들,bramy,portas,kapıları,多扇大門
<!MissingKey:took>,schoss,took,sacó,tomó,pris,fatto,撮影,찍었다,zrobiła,tirou,çekti,拍了
<!MissingKey:1972>,1972,1972,1972,1972,1972,1972,1972,1972,1972,1972,1972,1972
<!MissingKey:key>,Schlüssels,key,llave,llave,clé,chiave,一つの鍵,열쇠,klucz,chave,anahtarı,鑰匙
SHOW_SCENARIO_DESCRIPTION,Pandämonium in der Sternenstaub-Varietéstunde ,Pandemonium at the Stardust Variety Hour ,Caos en la Hora de las variedades de Stardust ,Caos en la Hora de Variedades Estelar ,Tohu-bohu à L'Heure de Variété Stardust ,Pandemonio allo Stardust Variety Hour ,スターダスト・バラエティー・アワーにおける大騒動 ,스타더스트 버라이어티 아워 대소동 ,Zamieszanie na Konkursie Talentów Gwiezdny Pył ,Pandemônio no Variedades com Stardust ,Yükselen Yıldızlar Kuşağı'nda Kargaşa ,星塵綜藝時刻淪為鬧劇 
<!MissingKey:dumped>,verlassen,dumped,dio calabazas,tiró,jeté,mollata,振られる,찼다,rzuciła,terminou,attı,被甩了
TRIALS_L_SEX,Geschlecht,Sex,Sexo,Sexo,Sexe,Sesso,性別,성별,Płeć,Sexo,Cinsiyet ,性別
<!MissingKey:keys>,Schlüssel,keys,llaves,llaves,clés,chiavi,鍵,열쇠들,klucze,chaves,anahtarları,多把鑰匙
<!MissingKey:threatened>,drohte,threatened,amenazó,amenazó,menacé,minacciato,脅迫,협박했다,zagroziła,ameaçou,tehdit etti,威脅
<!MissingKey:1974>,1974,1974,1974,1974,1974,1974,1974,1974,1974,1974,1974,1974
SHOW_BITE_TOOLTIP,Eine kleine Bisswunde.,A small bite mark,Un mordisco pequeño,Pequeña marca de mordedura,Une petite morsure,Un segno di un morso,小さな噛み傷,작은 물린 자국,Niewielki ślad po ugryzieniu,Uma pequena marca de mordida,Küçük bir ısırık izi,一個小的咬痕
<!MissingKey:machine>,Maschine,machine,máquina,máquina,machine,congegno,機械,기계,maszyna,máquina,makineye,機器
<!MissingKey:Nakana>,Nakana,Nakana,Nakana,Nakana,Nakana,Nakana,ナカナ,나카나,Nakana,Nakana,Nakana,拿可納
<!MissingKey:1973>,1973,1973,1973,1973,1973,1973,1973,1973,1973,1973,1973,1973
<!MissingKey:machines>,Maschinen,machines,máquinas,máquinas,machines,congegni,複数の機械,기계들,maszyny,máquinas,makinelere,許多機器
<!MissingKey:Issa>,Issa,Issa,Issa,Issa,Issa,Issa,イッサ,이사,Issa,Issa,Issa,伊沙
