key,de,en,es,es_MX,fr,it,ja,ko,pl,pt_BR,tr,zh_TW
WAREHOUSE_ORION_SPEECH,"Hey, warum beleidigst du ihn? Hunter Wolf hat uns schon einmal die Haut gerettet. Er ist sicher ein anständiger Kerl.","Hey, why are you insulting him? Hunter Wolf’s saved our asses once already. I’m sure he’s a decent man.","Eh, ¿por qué le insultas? Cazador Lobo ya nos sacó de una buena una vez. Seguro que es un buen tipo.","Oye, ¿por qué lo insultas? Cazares Lobo ya nos salvó el pellejo una vez. Seguro es un hombre decente.","Hé, pourquoi vous l'insultez ? Loup Chasseur nous a déjà sauvé les miches une fois. Je suis sûr que c'est un type bien.","Ehi, perché lo insultate? Cacciatore Lupo vi ha salvato le chiappe già una volta. Per me è un tipo a posto.",おい、何であいつのことを侮辱してんだ？ハンター・ウルフは前にも俺たちのことを助けてくれてるんだ。俺は、あいつが立派な男だと確信してる。,"이봐, 대체 왜 욕해? 헌터 울프는 이미 우리를 한 번 도와줬잖아. 분명 괜찮은 사람이라고.",Dlaczego go obrażasz? Hunter Wolf już raz nas wszystkich uratował. Więc to na pewno równy gość.,"Ei, por que você tá insultando ele? O Hunter Wolf já tirou o nosso da reta uma vez — o cara é decente, pô.","Hey, onu niye aşağılıyorsun ki? Avcı Kurt zaten bir kere kıçımızı kurtardı. Onun iyi biri olduğuna eminim.",喂，你幹嘛罵他？亨特·沃爾夫已經救過我們一次。我很確定他是好人。
<!MissingKey:experimented>,experimentierte,experimented,experimentó,experimentó,fait des expériences,sperimentato,実験,실험,eksperymentowała,experimentou,deneyler yapıyordu,實驗
<!MissingKey:trouble>,Probleme,trouble,problemas,problemas,problème,guai,問題,문제,problemy,problemas,sorun,麻煩
<!MissingKey:caused>,verursachte,caused,causó,causó,causé,causato,発生,야기,wywołała,causou,çıkardı,導致了
SECURITY_TOOLTIP,SICHERHEIT,SECURITY,SEGURIDAD,SEGURIDAD,SÉCURITÉ,SICUREZZA,警備員,보안,OCHRONA,SEGURANÇA,GÜVENLİK,保全
<!MissingKey:all>,alle,all,todos,todos,tous,tutti,すべて,모든,wszystkie,todas,tüm,所有
<!MissingKey:TRISTAN DREYFUSS>,TRISTAN DREYFUSS,TRISTAN DREYFUSS,TRISTAN DREYFUSS,TRISTAN DREYFUSS,TRISTAN DREYFUSS,TRISTAN DREYFUSS,トリスタン・ドレフュス,트리스탄 드레이퍼스,TRISTAN DREYFUSS,TRISTAN DREYFUSS,TRISTAN DREYFUSS,崔斯坦·德雷夫斯
STOP_BUTTON,STOP,STOP,PARAR,DETENER,STOP,FERMA,停止,중지,STOP,PARAR,DURDUR,停止
FINALE_MYSON_SPEECH_2,"Ihre Zugangskarte bitte, Madame. Sie sind vom Firmengelände verbannt.","Your access card, madam. You are banned from the premises.","Su tarjeta de acceso, señora. Queda vetada de estas instalaciones.","Su tarjeta de acceso, señora. Se le prohíbe entrar al edificio.","Votre badge d'accès, je vous prie. Vous avez interdiction d'accéder de nouveau aux lieux.","Il suo tesserino, signora. Ha il divieto di accesso ai locali.",マダム、アクセスカードを渡してください。あなたは当敷地内への立ち入りが禁止されました。,"... 출입증 말입니다만, 사내 출입이 금지되셨습니다.",Proszę o pani kartę dostępu. Ma pani zakaz wstępu na teren placówki.,"O cartão de acesso, senhora. Você está banida do recinto.",Erişim kartınızı teslim edin hanımefendi. Buraya girmeniz artık yasak.,請出示門禁卡，女士。你被禁止進入該場所。
BOARDROOM_NOTETAKER_NOTEBOOK_LABEL,"Sitzungs-
protokoll","Meeting
minutes","Acta
de la reunión","Minutas
de reunión","Résumé de
réunion","Verbale
riunioni","会議
議事録",회의록,"Protokół
spotkania","Ata
da reunião","Toplantı
Tutanağı","會議
記錄"
FINALE_MYSON_SPEECH_1,Argh! Was zum Henker ist das?!,Argh! What the hell is this?!,¡Argh! ¡¿Qué narices es esto?!,¡Puaj! ¡¿Qué diablos es esto?!,Beurk ! Qu'est-ce que c'est que cette horreur ?!,Argh! Che cavolo è?!,うわあっ！一体どうなってるんだ？！,젠장! 이게 뭐야?!,"Uch! Co jest, do diabła?!",Argh! Que diabo é isso?!,Aahh! Bu da neyin nesi?!,啊！這是啥鬼東西？！
<!MissingKey:Jeremy>,Jeremy,Jeremy,Jeremy,Jeremy,Jeremy,Jeremy,ジェレミー,제레미,Jeremy,Jeremy,Jeremy,傑洛米
WAREHOUSE_SCENARIO_VICTORY,"Als der Räuber Elijah entschied, Geld von den Einwohnern des Hafens zu erpressen, stellte Hunter Wolf ihm eine Falle und setzte G.O.L.D. ein, um die Persönlichkeit von Elijah mit der von Luke Brown zu ersetzen.

Einen Monat später ersetzte Hunter Wolf aus der Ferne Gabriels Verstand durch den von Harry Stone.","When the bandit Elijah decided to extort money from the dock’s inhabitants, Hunter Wolf set up a trap for him, and used the I.D.O.L. to replace Elijah’s personality with that of Luke Brown.

A month later, Hunter Wolf remotely replaced Gabriel’s mind with Harry Stone’s.","Cuando Elijah, el bandido, decidió extorsionar a los habitantes del muelle para sacarles dinero, Cazador Lobo le tendió una trampa y usó el ÍDOLO para sustituir su personalidad con la de Luke Brown.

Un mes más tarde, Cazador Lobo sustituyó, desde la distancia, la mente de Gabriel con la de Harry Stone.","Cuando el bandido Elijah decidió extorsionar a los habitantes del muelle, Cazares Lobo le tendió una trampa y usó el I.D.O.L.O. para reemplazar la personalidad de Elijah con la de Luke Brown.

Un mes después, Cazares Lobo reemplazó a la distancia la mente de Gabriel con la de Harry Stone.","Lorsque le bandit Elijah a décidé d'extorquer de l'argent aux habitants du quai, Loup Chasseur lui a tendu un piège et a utilisé l'I.D.O.L. pour remplacer la personnalité d'Elijah par celle de Luke Brown.

Un mois plus tard, Loup Chasseur a remplacé l'esprit de Gabriel par celui d'Harry Stone à distance.","Quando il bandito Elijah ha deciso di estorcere denaro ai residenti del molo, Cacciatore Lupo gli ha teso una trappola e ha usato l'I.D.O.L. per sostituire la personalità di Elijah con quella di Luke Brown.

Un mese dopo, Cacciatore Lupo ha sostituito da remoto la mente di Gabriel con quella di Harry Stone.","強盗のイライジャが波止場の住人達から金銭を巻き上げようとした時、ハンター・ウルフが罠を仕掛け、I.D.O.L.を使ってイライジャの人格をルーク・ブラウンの人格と入れ替えた。

一カ月後、ハンター・ウルフが遠隔でガブリエルの人格をハリー・ストーンの人格と入れ替えた。","갱스터 엘라이자가 부두 노숙자들에게서 돈을 빼앗으려고 하자, 헌터 울프는 덫을 놓고 I.D.O.L.을 써서 엘라이자의 정신을 루크 브라운의 정신으로 바꿔버렸습니다.

그리고 한 달 후, 헌터 울프는 원격으로 가브리엘의 정신을 해리 스톤의 정신으로 교체하였습니다.","Gdy Elijah postanowił wyłudzić pieniądze od mieszkańców doku, Hunter Wolf zastawił na niego pułapkę i użył SOWI, aby zastąpić osobowość tego przestępcy osobowością Luke’a Browna.

Miesiąc później Hunter Wolf zdalnie zastąpił umysł Gabriela umysłem Harry’ego Stone’a.","Quando o bandido Elijah decidiu extorquir o dinheiro dos moradores da doca, Hunter Wolf preparou uma armadilha e usou o I.D.O.L. para substituir a personalidade de Elijah pela personalidade de Luke Brown.

Um mês depois, Hunter Wolf substituiu remotamente a mente de Gabriel pela de Harry Pedregulho.","Eşkıya Elijah, rıhtımda yaşayan evsizlerden haraç kesmeye çalıştığında Avcı Kurt, onun için bir tuzak kurdu ve İ.D.O.L.'ü Luke Brown'ın kişiliği ile Elijah'ın kişiliğini değiştirmek için kullandı.

Bir ay sonra Avcı Kurt, Gabriel'in kişiliğini uzaktan Harry Stone'un kişiliği ile değiştirdi.","當強盜埃利亞決定向碼頭居民勒索錢財時，亨特·沃爾夫設了個陷阱並使用了 I.D.O.L.。把盧克·布朗和埃利亞的性格對調。

一個月後，亨特·沃爾夫遠端操控，用哈利·史東的心智取代了蓋伯列的心智。"
<!MissingKey:[b]1pm:[/b] Board meeting>,"[b]13 Uhr:[/b] Sitzung des Vorstands

[b]17 Uhr:[/b] Abfahrt (Bay Haven → New Wells ≈ 3 Std.)

[b]20 Uhr:[/b] Check-in im Hotel","[b]1pm:[/b] Board meeting
  
[b]5pm:[/b] Set off (Bay Haven → New Wells ≈ 3 hrs)
 
[b]8pm:[/b] Motel check-in","[b]13:00:[/b] Reunión de la junta

[b]17:00:[/b] Salida (Bay Haven → Nueva Wells ≈ 3 h)

[b]20:00:[/b] Registro en el motel","[b]1 p. m.:[/b] Reunión de junta

[b]5 p. m.:[/b] Salida (Bay Haven → New Wells ≈ 3 h)

[b]8 p. m.:[/b] Entrada al motel","[b]13h :[/b] Réunion de la direction

[b]14h :[/b] Décollage (Bay Haven → New Wells ≈ 3h)

[b]20h :[/b] Prise des clés à l'hôtel","[b]13:00[/b] riunione con il Consiglio

[b]17:00:[/b] partenza (Bay Haven → New Wells ≈ 3 ore)

[b]20:00:[/b] check-in al motel","[b]午後1時：[/b] 理事会会議

[b]午後5時：[/b] 出発（ベイ・ヘイヴン → ニューウェルズ ≈ 3時間）

[b]午後8時：[/b] ホテルチェックイン","[b]오후 1시:[/b] 이사회 회의

[b]오후 5시:[/b] 출발(베이 헤이븐 → 뉴 웰스 ≈ 3시간)

[b]오후 8시:[/b] 모텔 체크 인","[b]13.00:[/b] Spotkanie zarządu

[b]17.00:[/b] Wyjazd (Bay Haven → New Wells ≈ 3 godz.)

[b]20.00:[/b] Zameldowanie w motelu","[b]13h:[/b] Reunião da diretoria

[b]17h:[/b] Viagem (Bay Haven → New Wells ≈ 3 h)

[b]20h:[/b] Check-in no motel","[b]13.00:[/b] Kurul toplantısı

[b]17.00:[/b] Yola çıkış (Haven Koyu → New Wells ≈ 3 sa.)

[b]20.00:[/b] Otele giriş","[b]下午1點：[/b]董事會

[b]下午5點：[/b] 出發（灣港 → 新威爾斯 ≈ 3 小時）

[b]晚上 8 點：[/b]旅館入住"
FINALE_LAB_DOOR_TOOLTIP,Die Tür ist verschlossen.,The door is locked.,La puerta está cerrada.,La puerta está cerrada.,La porte est verrouillée.,La porta è chiusa a chiave.,この扉は施錠されている。,문이 잠겨 있다.,Drzwi są zamknięte.,Porta trancada.,Kapı kilitli.,門上鎖了。
<!MissingKey:Deer>,Hirsch,Deer,Deer,Deer,Biche,Deer,シカ,디어,Deer,Deer,Deer,鹿
FINALE_EUGENE_TODO_LIST,"[center][b]Heutige Aufgaben[/b][/center]

[u]Rotschopf[/u]
• Sieh zu, dass G.O.L.D. in den Lieferwagen transportiert wird
• Behalte den Glatzkopf im Auge
• Melde dich bei OPTV bei mir und erwarte weitere Anweisungen

[u]Brillenschlange[/u]
• Bereite den Lieferwagen für den Transport von G.O.L.D. vor
• Melde dich bei OPTV bei mir und bereite die Übertragung vor
• Bediene während der Übertragung die Kamera, damit wird den Effekt bestätigen können

[u]Ich[/u]
• Beaufsichtige im Fernsehsender
• Heiße Summer willkommen und sieh zu, dass sie alles hat, was sie braucht
• Stimme dich mit dem alten Nathan ab","[center][b]Today's tasks[/b][/center]

[u]Carrot-top[/u]
• Make sure I.D.O.L. loaded in van
• Keep eye on Baldy
• Report to me at OPTV and await further instructions

[u]Four-eyes[/u]
• Prepare van for I.D.O.L. transportation
• Report to me at OPTV and prepare for broadcast
• Operate camera during broadcast so we can confirm effect

[u]Me[/u]
• Supervise at TV station
• Welcome Summer and ensure she has everything she needs
• Coordinate with old Nathan","[center][b]Tareas de hoy:[/b][/center]

[u]Zanahorio[/u]
• Asegurar que cargan el ÍDOLO en la furgo
• Vigilar a Pelón
• Informarme en la COTV y esperar a más instrucciones

[u]Gafotas[/u]
• Preparar la furgo para transportar el ÍDOLO
• Informarme en la COTV y preparar la emisión
• Manejar la cámara durante la emisión para confirmar el efecto

[u]Yo[/u]
• Supervisar en la emisora de TV
• Recibir a Summer y asegurar que tenga todo lo necesario
• Coordinar con el viejo Nathan","[center][b]Tareas de hoy[/b][/center]

[u]Pelirroja[/u]
• Comprobar que el I.D.O.L.O. esté en la camioneta
• Vigilar a Calvo
• Reunirse conmigo en POTV y esperar más instrucciones

[u]Cuatrojos[/u]
• Preparar la camioneta para el transporte del I.D.O.L.O.
• Reunirse conmigo en POTV y preparar la transmisión
• Operar la cámara durante la transmisión para ver el efecto

[u]Yo[/u]
• Supervisar todo en el canal de TV
• Recibir a Summer y ver que tenga todo lo que necesita
• Coordinar con el viejo Nathan","[center][b]Tâches du jour[/b][/center]

[u]Poil de carotte[/u]
• Assurez-vous que l'I.D.O.L. est chargée dans la camionnette
• Gardez un œil sur Crâne d'œuf
• Retrouvez-moi à OPTV et attendez vos nouvelles instructions

[u]Binocles[/u]
• Préparez la camionnette pour le transport de l'I.D.O.L.
• Retrouvez-moi à OPTV et préparez-vous pour la diffusion
• Manipulez la caméra pendant la diffusion pour que nous puissions confirmer l'effet

[u]Moi[/u]
• Superviser l'opération à la station de télévision
• Accueillir Summer et m'assurer qu'elle a tout ce qu'il lui faut
• Me coordonner avec le vieux Nathan","[center][b]Per oggi[/b][/center]

[u]Pel di carota[/u]
• Assicurati che l'I.D.O.L. sia caricato sul furgone
• Tieni d'occhio il pelato
• Tienimi aggiornato all'OPTV e attendi istruzioni

[u]Quattrocchi[/u]
• Prepara il furgone per il trasporto dell'I.D.O.L.
• Tienimi aggiornato all'OPTV e preparati per la trasmissione
• Durante la trasmissione, aziona la telecamera in modo che possiamo confermare l'effetto

[u]Io[/u]
• Supervisionare alla stazione TV
• Accogliere Summer e assicurarmi che abbia tutto il necessario
• Coordinarmi con il vecchio Nathan","[center][b]今日のタスク[/b][/center]

[u]赤毛[/u]
• I.D.O.L.がミニバンに積まれていることを確認する
• ハゲを監視しておく
• OPTVで俺に報告を入れ、その後の指示を待つ

[u]四ツ目[/u]
• I.D.O.L.移送のためにミニバンを用意する
• OPTVで俺に報告を入れ、放送の準備をする
• 効果の確認をするために、放送中のカメラ操作をする

[u]自分[/u]
• テレビ局で監督する
• サマーを迎え入れて、彼女に必要なものすべてを揃える
• 老いぼれネイサンと連携する","[center][b]오늘의 임무[/b][/center]

[u]빨간머리[/u]
• I.D.O.L.을 밴에 싣기
• 대머리 감시
• OPTV에서 내게 보고하고 추가 지시 기다리기

[u]안경잡이[/u]
• I.D.O.L. 이송용 밴 준비
• OPTV에서 내게 보고하고 방송 준비
• 효과를 확인할 수 있게 방송 중에 카메라를 작동할 것

[u]나[/u]
• TV 방송국에서 임무 감독
• 서머를 맞이하고 필요한 것은 없는지 확인
• 노친네 네이선과 협의","[center][b]Dzisiejsze zadania[/b][/center]

[u]Marchewa[/u]
• SOWI musi zostać załadowana do furgonetki.
• Pilnuj Łysola
• Zgłoś się do mnie w SOTV i czekaj na dalsze polecenia

[u]Okularnik[/u]
• Przygotuj furgonetkę do transportu SOWI
• Zgłoś się do mnie w SOTV i przygotuj się do transmisji
• Obsługuj kamerę podczas transmisji, byśmy mogli potwierdzić efekt

[u]Ja[/u]
• Nadzór w stacji TV
• Powitaj Summer i upewnij się, że ma wszystko, czego potrzebuje
• Koordynacja ze starym Nathanem","[center][b]Tarefas do dia[/b][/center]

[u]Cenourinha[/u]
• Conferir se o I.D.O.L. foi colocado no furgão
• Ficar de olho no Careca
• Falar comigo na OPTV e aguardar instruções

[u]Quatro-Olhos[/u]
• Preparar o furgão para transportar o I.D.O.L.
• Falar comigo na OPTV e preparar a transmissão
• Operar a câmera durante a transmissão para confirmarmos o efeito

[u]Eu[/u]
• Supervisão na estação de TV
• Receber Summer e garantir que ela tenha tudo de que precisa
• Coordenar com o velho Nathan","[center][b]Bugünün Yapılacaklar Listesi[/b][/center]

[u]Havuç kafalı[/u]
• İ.D.O.L.'ün minibüse yüklendiğinden emin ol.
• Gözün kelin üstünde olsun.
• ODTV'de bana rapor ver ve benden haber bekle.

[u]Dört göz[/u]
• İ.D.O.L.'ün nakli için minibüs ayarla.
• ODTV'de bana rapor ver ve yayın için hazırlan.
• Etkiyi doğrulayabilmemiz için yayın sırasında kamerayı çalıştır.

[u]Ben[/u]
• TV istasyonunda denetle.
• Summer'ı karşıla ve ihtiyacı olan her şeyin ona sağlandığından emin ol.
• Yaşlı Nathan ile iş birliği yap.","[center][b]本日工作[/b][/center]

[u]蘿蔔頭[/u]
• 確認 I.D.O.L. 裝入箱型車
• 留意禿頭仔
• 在 OPTV 像我報告並待命

[u]四眼[/u]
• 準備好運送 I.D.O.L. 的箱型車
• 在 OPTV 像我報告並待命準備直播
• 在直播期間操作攝影機，讓我們能確認效果

[u]我[/u]
• 在電視台管理
• 迎接桑暮兒，確保她的需求都得到滿足
• 與老奈森配合"
BEACH_MEDIC_ALLERGY_SYMPTOM,Sehr langsame Atemzüge (unter 12 pro Minute),Very slow breathing (below 12 BPM),Respiración muy lenta (menos de 12 RPM),Baja frecuencia respiratoria (menos de 12 RPM),Respiration très lente (inférieure à 12 RPM),Riduzione della frequenza respiratoria (sotto i 12 rpm),呼吸数の低下（心拍数12未満）,느린 호흡 (12 BPM 미만),Bardzo wolny oddech (poniżej 12 na min),Respiração muito lenta (abaixo de 12 RPM),Çok yavaş soluk alıp verme (Dakikada 12'den az),呼吸非常緩慢（低於 12 BP）
<!MissingKey:greedy>,gierig,greedy,avaro,ambicioso,avide,avido,強欲,탐욕스러운,chciwych,ganância,açgözlü,貪心
<!MissingKey:zombie>,Zombie,zombie,zombis,zombi,zombie,zombie,ゾンビ,좀비,zombie,zumbi,zombiye,殭屍
<!MissingKey:slave>,Sklave,slave,esclavos,esclavo,esclave,schiavo,奴隷,노예,niewolnicy,escravo,köleye,奴隸
<!MissingKey:This included a [id=22] of [id=23] [id=24] and [id=25] [id=26] at the [id=27] [id=28]. >,"Darunter waren auch [id=22] von [id=23] [id=24] und [id=25] [id=26] im [id=27]-[id=28]. 
Im Hauptquartier des Unternehmens in [id=29] [id=30] [id=32] der [id=31] diese [id=33] per [id=34]-[id=35], woraufhin [id=36] [id=37] [id=38] [id=39] angriff.","This included a [id=22] of [id=23] [id=24] and [id=25] [id=26] at the [id=27] [id=28]. 
At the company's headquarters in [id=29] [id=30], the [id=31] [id=32] this [id=33] via a [id=34] [id=35], prompting [id=36] [id=37] to attack [id=38] [id=39].","En esta [id=22], aparecían [id=23] [id=24] y [id=25] [id=26] en el [id=28] [id=27]. 
En la sede central de la empresa en [id=29] [id=30], la [id=31] [id=32] esta [id=33] mediante una [id=35] [id=34], lo que hizo que [id=36] [id=37] atacara a [id=38] [id=39].","Estos incluían los [id=22] de [id=23] [id=24] y [id=25] [id=26] en el [id=28] [id=27]. 
En la central de la empresa en [id=29] [id=30], la [id=31] [id=32] estos [id=33] por medio de una [id=35] [id=34], lo que causó que [id=36] [id=37] atacara a [id=38] [id=39].","Ces [id=22] incluaient [id=23] [id=24] et [id=25] [id=26] dans un [id=27] [id=28]. 
Au quartier général de l'entreprise à [id=29] [id=30], la [id=31] a [id=32] ces [id=33] grâce à l'invraisemblable [id=35] [id=34], ce qui a poussé [id=36] [id=37] à attaquer [id=38] [id=39].","C’erano anche dei [id=22] di [id=23] [id=24] e [id=25] [id=26] al [id=27] [id=28]. 
Alla sede centrale di [id=29] [id=30], il [id=31] ha [id=32] tali [id=33] attraverso una [id=35] in [id=34]. Ciò ha portato [id=36] [id=37] ad aggredire [id=38] [id=39].","この実演には、[id=23]・[id=24]と[id=25]・[id=26]による[id=27][id=28]での[id=22]も含まれた。 
[id=29]・[id=30]の本社では、[id=31]が[id=34]の[id=35]を通してこの [id=33]を[id=32]ることとなり、[id=36]・[id=37]が[id=38]・[id=39]を襲う事態を招くこととなった。","여기에는 [id=23] [id=24]와 [id=25] [id=26]의 [id=27] [id=28]에서의 [id=22]도 포함되어 있었다. 
[id=29] [id=30] 본사에서 [id=31]은(는) [id=34] [id=35]을(를) 통해 이 [id=33]을(를) [id=32]. 이로 인해 [id=36] [id=37]은(는) [id=38] [id=39]을(를) 공격하게 된다.","Zawierało to [id=22] osób o nazwiskach [id=23] [id=24] i [id=25] [id=26] w [id=28] [id=27]. 
W centrali firmy w [id=29] [id=30] członkowie [id=31] [id=32] te [id=33] poprzez [id=35] [id=34], co spowodowało, że osoba o nazwisku [id=36] [id=37] zaatakowała osobę o nazwisku [id=38] [id=39].","Nessa [id=22], também se viam [id=23] [id=24] e [id=25] [id=26] no [id=28] [id=27]. 
Na sede da empresa em [id=29] [id=30], a [id=31] [id=32] essa [id=33] por uma [id=35] [id=34], o que levou [id=36] [id=37] a atacar [id=38] [id=39].","Bunların içinde [id=23] [id=24] ve [id=25] [id=26] adlı kişilerin, [id=27] [id=28] konumundaki [id=22] da bulunuyordu. 
[id=31], şirketin [id=29] [id=30] konumundaki merkez ofisinde, bu [id=33] [id=34] [id=35] aracılığıyla [id=32] oldu ve tüm bunlar,[id=36] [id=37] adlı kişinin [id=38] [id=39] adlı kişiye saldırmasıyla sonuçlandı.","這包含了[id=23]和[id=24][id=25][id=26]在[id=27][id=28]的[id=22]。
在公司位於[id=29][id=30]的總部，[id=31][id=32]透過[id=34][id=35]這個[id=33]，致使[id=36][id=37]攻擊[id=38][id=39]。"
<!MissingKey:corpse>,Leichnam,corpse,cadáveres,cadáver,corps,cadavere,死体,시체,zwłoki,cadáver,cesede,屍體
<!MissingKey:a mindless>,ein gedankenloses,a mindless,irracionales,un insensato,sans cervelle,irrazionale,愚かな,지성 없는 자,bezmyślne,irracional,akılsız,一個無心的
WAREHOUSE_CORDELIA_CARD,"NBB TV
Sachbearbeiterin für Öffentlichkeitsfragen

561-555-7689","NBB TV
Head of Public Relations

561-555-7689","NBB TV
Jefa de relaciones públicas

561-555-7689","NBB TV
Gerente de relaciones públicas

561-555-7689","NBB TV
Responsable des relations publiques

561-555-7689","NBB TV
Responsabile delle pubbliche relazioni

561-555-7689","NBB TV
広報部長

561-555-7689","NBB TV
홍보 책임자

561-555-7689","NBB TV
Kierowniczka ds. public relations

561-555-7689","NBB TV
Direção de relações públicas

561-555-7689","NBB TV
Halkla İlişkiler Sorumlusu

561-555-7689","NBB 電視台
公共關係主管

561-555-7689"
<!MissingKey:an obedient>,ein gehorsames,an obedient,obedientes,un obediente,docile,obbediente,従順な,복종하는 자,posłuszni,obediente,itaatkâr,一個聽話的
"<!MissingKey:At OPIG's laboratory in [id=1] [id=2], the team held a [id=3] to show that the [id=4] could [id=5] and [id=6] [id=7].>","Das Team organisierte in OPIGs Labor in [id=1] [id=2] eine [id=3], um zu beweisen, dass [id=4] [id=7] [id=5] und [id=6] kann.
[id=10] wurde benutzt, um [id=15] [id=16] [id=17] [id=13] an [id=14] zu [id=11] und sie dann [id=19] [id=20] [id=21] zu [id=18].","At OPIG's laboratory in [id=1] [id=2], the team held a [id=3] to show that the [id=4] could [id=5] and [id=6] [id=7].
The [id=10] was used to [id=11] [id=13]'s worth of [id=14] [id=15] [id=16] [id=17] and then [id=18] it [id=19] [id=20] [id=21].","En el laboratorio de la GICO en [id=1] [id=2], el equipo realizó una [id=3] para enseñar que el [id=4] podía [id=5] y [id=6] [id=7].
Se usó el [id=10] para [id=11] la [id=14] equivalente a [id=13] [id=15] [id=16] [id=17] y después [id=18] esta [id=19] [id=20] [id=21].","En el laboratorio del GIPO en [id=1] [id=2], el equipo hizo una [id=3] para mostrar que el [id=4] podía [id=5] y [id=6] [id=7].
El [id=10] se usó para [id=11] los [id=14] de [id=13] [id=15] [id=16] [id=17] y luego [id=18] los recuerdos [id=19] [id=20] [id=21].","Dans le laboratoire d'OPIG à [id=1] [id=2], l'équipe a organisé une [id=3] pour montrer que l'[id=4] pouvait [id=5] et [id=6] des [id=7].
Ils ont utilisé l'[id=10] pour [id=11] [id=13] des [id=14] [id=15] [id=16] [id=17] puis les [id=18] [id=19] [id=20] [id=21].","Al laboratorio dell'OPIG a [id=1] [id=2], la squadra ha dato una [id=3] per provare che l'[id=4] potesse [id=5] e [id=6] i[id=7].
L'[id=10] è stato utilizzato per [id=11] [id=13] di [id=14] [id=15] [id=16] [id=17] da [id=18] [id=19] [id=20] [id=21].","[id=1][id=2]にあるOPIGの研究所でチームは、[id=4]が[id=7]を「[id=5]」および「[id=6]」ことができるという[id=3]をすることになった。
[id=10]は[id=16]・[id=17][id=15][id=13]分の[id=14]を[id=11]こと、そしてその後その記憶を[id=20]・[id=21][id=19][id=18]ことに使用された。","팀은 [id=1] [id=2]의 OPIG 연구실에서 [id=3]을(를) 열어 [id=4]이(가) [id=7]을(를) [id=5] 및 [id=6]할 수 있음을 보여주려고 했다.
이들은 [id=10]을(를) 사용하여 [id=16] [id=17][id=15] [id=14] [id=13]치를 [id=11]하고, 이를 [id=20] [id=21][id=19] [id=18]했다.","W laboratorium MGSO w [id=1] [id=2] zespół zorganizował [id=3], aby pokazać, że [id=4] może [id=5] i [id=6] [id=7].
[id=10] została użyta, aby [id=11] [id=14] [id=13] [id=15] osoby o nazwisku [id=16] [id=17], a następnie [id=18] je [id=19] osoby o nazwisku [id=20] [id=21].","No laboratório da OPIG, em [id=1] [id=2], a equipe fez uma [id=3] da capacidade do [id=4] de [id=5] e [id=6] [id=7].
O [id=10] foi usado para [id=11] [id=13] da [id=14] [id=15] [id=16] [id=17] e, em seguida, [id=18] [id=19] [id=20] [id=21].","Ekip, ODUG'un [id=1] [id=2] laboratuvarında [id=4] öğesinin [id=7] [id=5] ve [id=6] işlemlerini yerine getirebildiğini göstermek için bir [id=3] yaptı.
[id=10], [id=16] [id=17] adlı [id=15] kişiden yaklaşık [id=13] [id=14] [id=11]k ve bunları [id=20] [id=21] adlı [id=19] kişiye [id=18]k için kullanıldı.","在[id=1][id=2]的 OPIG 實驗室裡，一個團隊辦了一場[id=3]來表演[id=4]可以[id=5]和[id=6][id=7]。
[id=10]被用來[id=15][id=16][id=17]身上[id=11][id=13]的[id=14]，然後[id=18][id=19][id=20][id=21]。"
