key,de,en,es,es_MX,fr,it,ja,ko,pl,pt_BR,tr,zh_TW
NEIGHBORHOOD_YARDS_ODETTA_SPEECH,"Jeffrey! Schnell, raus aus dem Pool!","Jeffrey! Quickly—out of the pool, now!","¡Jeffrey! ¡Sal de la piscina, rápido!",¡Jeffrey! ¡Rápido! ¡Sal de la piscina ahora!,"Jeffrey ! Vite, sors de la piscine !",Jeffrey! Esci immediatamente dalla piscina!,ジェフリー！急いで、今すぐプールから出るのよ！,"제프리! 어서 수영장에서 나와, 당장!",Jeffrey! Wyłaź z basenu. Ale już!,Jeffrey! Saia da piscina já!,Jeffrey! Çabuk! Hemen havuzdan çık!,傑佛瑞！快點離開泳池，立刻！
ARC1_SCROLL_PUZZLE_CONTENT_GODOT_1,"[id=3] [id=4] leitete die [id=5] [id=6] dank der [id=1] der [id=2] [id=46]. Sie nahmen [id=47] [id=48], um ein [id=9] zusammenzusetzen. Es sollte [id=50] [id=49] und [id=52] [id=51] können, womit man schließlich die [id=8] [id=7] sollte. Es [id=73] jedoch [id=74].","With [id=1] from the [id=2] [id=46], [id=3] [id=4] ran the [id=5] [id=6]. They used [id=47] [id=48] to build an [id=9], believing it could [id=49] [id=50] and then [id=51] [id=52], and, in doing so, would help people [id=7] [id=8]. However, it actually [id=73] [id=74].","Con la [id=1] de la [id=46] [id=2], [id=3] [id=4] dirigía la [id=6] [id=5]. Usó unas [id=48] [id=47] para construir un [id=9], pues pensaba que podía [id=49] el [id=50] y [id=51] [id=52], y que así la gente podría [id=7] la [id=8]. Sin embargo, en realidad no [id=73] [id=74].","Con [id=1] de la [id=46] [id=2], [id=3] [id=4] dirigió la [id=6] [id=5]. Usaron [id=48] [id=47] para construir un [id=9], creyendo que podría [id=49] [id=50] y luego [id=51] [id=52], y, al hacerlo, ayudaría a las personas a [id=7] la [id=8]. Sin embargo, en realidad no [id=73] [id=74].","Grâce au [id=1] de la [id=46] [id=2], [id=3] [id=4] dirigeait la [id=6] [id=5]. Ils utilisaient des [id=48] [id=47] afin de construire un [id=9], croyant qu'il permettrait de [id=49] la [id=50] puis de [id=51] de l'[id=52] et ce faisant, d'aider les gens à [id=7] l'[id=8]. Mais son action a [id=73] [id=74].","[id=3] [id=4] gestiva la [id=6] [id=5] grazie al [id=1] della [id=46] [id=2]. Ha usato dei [id=48] [id=47] per costruire un [id=9] che avrebbe dovuto [id=49] l'[id=50] e [id=51] [id=52], aiutando le persone a [id=7] l'[id=8]. Tuttavia, non ha [id=73] [id=74].",[id=2][id=46]からの[id=1]を利用し、[id=3]・[id=4]は[id=5]・[id=6]を運営していた。彼女たちは[id=47][id=48]を使って[id=9]を構築し、それが[id=50]を[id=49]除き、[id=52]を[id=51]るものだと信じており、こうすることで人々が[id=8]を[id=7]できると考えていた。しかしながら、それは[id=74][id=73]ことはなかった。,"[id=3] [id=4]은(는) [id=2] [id=46]의 [id=1](으)로, [id=5] [id=6]을(를) 운영했다. 그들은 [id=47] [id=48]을(를) 사용하여 [id=9]을(를) 만들었다. 그리고는 그것이 [id=50]을(를) [id=49]하고 [id=52]을(를) [id=51]할 수 있을 것이며, 그렇게 함으로써 사람들이 [id=8]에 [id=7]하도록 돕는다고 생각했다. 그러나, 사실 그것은 [id=74] [id=73].","Wykorzystując [id=1] od [id=46] [id=2], osoba o nazwisku [id=3] [id=4] przewodziła [id=6] [id=5]. Wykorzystała [id=47] [id=48], aby zbudować [id=9]. Sądziła, że będzie w stanie [id=49] [id=50] i [id=51] [id=52], co pomogłoby ludziom [id=7] [id=8]. Niestety nie udało się [id=74] [id=73].","Com o [id=1] da [id=46] [id=2], [id=3] [id=4] assumiu a [id=6] [id=5]. Eles usavam [id=48] [id=47] para construir um [id=9], acreditando que ele conseguiria [id=49] o [id=50] e depois [id=51] [id=52], e então poderia ajudar pessoas a [id=7] a [id=8]. No entanto, ele não [id=73] [id=74].","[id=3] [id=4], [id=5] [id=6] kurumunu [id=2] [id=46] tarafından sağlanan [id=1] ile yönetiyordu. Bir [id=9] inşa etmek için [id=47] [id=48] kullandılar. Bunun, [id=50] bileşenini [id=49] sonrasında ise [id=52] bileşenini [id=51] için kullanılabileceğine ve böylece insanların [id=8] [id=7] inanıyorlardı. Ancak bu aslında [id=74] [id=73].",有著來自[id=2][id=46]的[id=1]，[id=3][id=4]經營了[id=5][id=6]。他們利用[id=47][id=48]來建造一個[id=9]，並相信它能[id=49][id=50]並且[id=51][id=52]，藉由這樣做，會幫助人們[id=7][id=8]。然而，它其實不能[id=73][id=74]。
<!MissingKey:Toussaint>,Toussaint,Toussaint,Toussaint,Toussaint,Toussaint,Toussaint,トゥーサン,투생,Toussaint,Toussaint,Toussaint,圖桑
ARC1_SCROLL_PUZZLE_CONTENT_GODOT_2,Aufgrund der [id=55] von [id=53] [id=54] wurde das Gebäude der [id=14] [id=15] [id=13].,"Due to [id=53] [id=54]'s [id=55], the [id=14] [id=15] building  was [id=13]. ","Por culpa del [id=55] de [id=53] [id=54], el edificio de la [id=15] [id=14] fue [id=13]. ","Debido al [id=55] de [id=53] [id=54], se [id=13] el edificio de la [id=15] [id=14]. ","À cause du [id=55] de [id=53] [id=54], le bâtiment de la [id=15] [id=14] a été [id=13]. ","A causa delle [id=55] di [id=53] [id=54], l'edificio della [id=15] [id=14] è stato[id=13]. ",[id=53]・[id=54]の[id=55]が原因となり、[id=14][id=15]の建物が[id=13]られた。 ,"[id=53] [id=54]의 [id=55] 때문에, [id=14] [id=15] 건물은[id=13] 만다. ","Ponieważ osoba o nazwisku [id=53] [id=54] nie mogła przestać [id=55], siedziba [id=15] [id=14] została [id=13]. ","Por causa dos [id=55] de [id=53] [id=54], o prédio da [id=15] [id=14] foi [id=13]. ",[id=53] [id=54] adlı kişinin sorumlu olduğu [id=55] nedeniyle [id=14] [id=15] kurumuna [id=13].,由於[id=53][id=54]的[id=55]，[id=14][id=15]建築被[id=13]了。
EVICTION_ALEX_SPEECH,Wa… Wo bin ich?,Wha... Where am I?,Qué... ¿Dónde estoy...?,¿Qué…? ¿Dónde estoy?,Que... Où suis-je ?,Do... Dove mi trovo?,な… ここはどこだ？,내... 내가 어디에 있는 거지?,Co...? Gdzie ja jestem?,Hã? Onde estou?,Ne... Neredeyim?,我……在哪裡？
ARC1_SCROLL_PUZZLE_CONTENT_GODOT_3,"[id=16] [id=17] bemerkte, dass das [id=18] [id=19] könnte, falls man es [id=20]. [id=21] [id=22] wurde mit der [id=23] beauftragt, hatte dann aber das [id=25] [id=24]. [id=27] [id=28] [id=29] trotzdem das neue Gerät und ihm wurde anschließend der [id=31] verwehrt.","[id=16] [id=17] realized the [id=18] might [id=19] if it were [id=20]. [id=21] [id=22] was in charge of its [id=23], but [id=24] [id=25]. Despite this, [id=27] [id=28] [id=29] the new device, so was denied [id=31].","[id=16] [id=17] se dio cuenta de que el [id=18] quizá podía [id=19] una vez [id=20]. [id=21] [id=22] estaba a cargo de su [id=23], pero [id=24] el [id=25]. A pesar de esto, [id=27] [id=28] [id=29] el nuevo dispositivo, por lo que se le denegó el [id=31].","[id=16] [id=17] se dio cuenta de que el [id=18] podría [id=19] si fuera [id=20]. [id=21] [id=22] estaba a cargo de su [id=23], pero [id=24] la [id=25]. A pesar de esto, [id=27] [id=28] [id=29] el nuevo dispositivo, y le denegaron el [id=31].","[id=16] [id=17] a réalisé que l'étrange [id=18] pourrait [id=19] s'il était [id=20]. [id=21] [id=22] était à la tête de sa [id=23], mais a [id=24] les [id=25]. Malgré cela, [id=27] [id=28] a [id=29] le nouvel appareil, on lui a donc interdit l'[id=31].","[id=16] [id=17] ha capito che il [id=18] potrebbe [id=19] una volta [id=20]. [id=21] [id=22], incaricata della [id=23], ha [id=24] i [id=25]. Malgrado ciò, [id=27] [id=28] ha [id=29] il dispositivo, per cui gli è stato negato l'[id=31] al laboratorio.",[id=16]・[id=17]は、[id=18]を[id=20]すれば[id=19]させられるかもしれないと気付いた。 [id=21]・[id=22]がその[id=23]を担当していたのだが、[id=25]を[id=24]こととなった。にもかかわらず、[id=27]・[id=28]が新しいデバイスを[id=29]させてしまい、[id=31]を拒否されることとなった。,"[id=16] [id=17]은(는) [id=18]을(를) [id=20]하면 [id=19]할 수도 있다는 걸 깨달았다. [id=21] [id=22]이(가) [id=23]을(를) 맡았으나, [id=25]을(를) [id=24] 만다. 그럼에도 불구하고 [id=27] [id=28]은(는) 새 장치를 [id=29], [id=31]을(를) 취소 당한다.","Osoba o nazwisku [id=16] [id=17] zdała sobie sprawę, że [id=18] może [id=19], jeśli uda się go [id=20]. Osoba o nazwisku [id=21] [id=22] była odpowiedzialna za jego [id=23], ale [id=24] [id=25]. Wbrew temu osoba o nazwisku [id=27] [id=28] [id=29] nowe urządzenie, przez co straciła [id=31]","[id=16] [id=17] viu que o [id=18] poderia [id=19] melhor se passasse por uma [id=20]. [id=21] [id=22] ficou à frente da [id=23], mas isso [id=24] os [id=25]. Apesar disso, [id=27] [id=28] [id=29] o novo dispositivo, por isso seu [id=31] foi cancelado.","[id=16] [id=17], [id=18] öğesinin [id=20] durumunda [id=19] fark etti. [id=21] [id=22], [id=23] sürecini yönetiyordu ancak [id=25] aşamasını [id=24]. Buna rağmen [id=27] [id=28] yeni cihazı [id=29] ve yaşananlar sebebiyle bu kişinin [id=31] geri alındı.",[id=16][id=17]發覺到如果這個[id=18]獲得[id=20]，它可能就[id=19]。[id=21][id=22]負責了它的[id=23]，但[id=25][id=24]了。除此之外，[id=27][id=28][id=29]了新的裝置，且被禁止[id=31]。
EVICTION_MARIE_SPEECH,"Ich sagte es doch: Sie ist eine Heuchlerin! Ich wette, nichts von dem Zeug hier drin funktioniert. Gott weiß, was wir mit all dem machen sollen.",I told you: She's a quack! I bet none of the junk in here works. God knows what we're going to do with it all.,"¡Te lo dije, es una embustera! Seguro que ninguno de estos trastos funciona. A saber qué vamos a acabar haciendo con todo esto.",Te lo dije: ¡está loca! Seguro ninguno de estos vagos trabaja. Solo Dios sabe qué haremos con todo esto.,Je vous l'avais dit : c'est un charlatan ! Je parie que rien de tout le bazar qui se trouve ici ne fonctionne. Qui sait ce qu'on va bien pouvoir en faire.,"Te l'avevo detto, è una ciarlatana! Scommetto che nessuna di queste cianfrusaglie funziona. Che ce ne facciamo di questa roba?",言ったでしょう。彼女はいんちきなのよ！ここにあるガラクタは一切機能しないはずよ。こんな物があったって、どうしたらいいのかサッパリだわ。,내가 말했잖아요. 이 여자 돌팔이라고! 여기 있는 쓰레기 중에 제대로 작동하는 건 단 하나도 없을 거예요. 이걸로 다 뭘한담.,"Mówiłam ci, że to wariatka! Założę się, że żaden z tych gratów w ogóle nie działa. Co my z tym wszystkim zrobimy...",Eu disse: ela é uma charlatã! Aposto que nada desta tranqueira funciona. Sabe-se lá onde vamos enfiar tudo isso.,"Sana demiştim, tam bir şarlatan işte! Bahse girerim buradaki hiçbir ıvır zıvır da çalışmıyordur. Tüm bunlarla ne yapacağımızı tanrı bilir.",就跟你說了：她就是個蒙古大夫！我猜這裡沒有一個垃圾是有效的。天知道我們要拿這些做什麼。
NEIGHBORHOOD_ODETTA_RING2,IAS,IAS,IAS,IAS,IAS,IAS,イアス,아스,IAS,IAS,IAS,亞斯
NEIGHBORHOOD_ODETTA_RING1,TOB,TOB,TOB,TOB,TOB,TOB,トバ,토비,TOB,TOB,TOB,圖比
EVICTION_TIM_SPEECH,"Ähm … Ich weiß nicht, was das ist, oder was du dir davon versprochen hast, aber es hat sich nichts geändert, Tesa.
Das war’s. Pack deine Sachen.
Wir stellen dieses
Projekt ein. ","Erm... I don't know what that is, or what you expected it to do, but nothing's changed, Tesa. 
It's over. Pack your bags.
We're terminating this
project. ","Eh... No sé qué es eso ni qué pretendías que hiciera, pero no ha cambiado nada, Tesa.
Se acabó. Recoge tus cosas.
Vamos a dar por terminado
este proyecto. ","Eh… No sé qué es eso, o qué esperabas que hiciera, pero no cambió nada, Tesa. 
Se acabó. Empaca tus maletas.
Le pondremos fin a este
proyecto. ","Ahem... Je ne sais pas ce qu'est cette chose ni ce que vous espériez faire, mais rien n'a changé, Tesa. 
C'est terminé. Faites vos bagages.
Nous mettons fin
à ce projet. ","Ehm... Non so cosa sia o cosa ti aspetti che faccia, ma non è cambiato nulla, Tesa.
È finita. Fai le valigie.
Termineremo questo
progetto. ","えーっと…これが何なのかも、何ができるのかも分からないが、何も変化はないぞ、テサ。 
もうお終いだ。荷物をまとめたまえ。
このプロジェクトは
打ち切りだ。 ","음... 그게 뭔지, 대체 당신이 그걸로 뭘 하고 싶은지 모르겠지만, 아무 효과 없소. 변한 건 없어요, 테사.
이제 끝이요. 짐 싸요.
이 프로젝트는
끝입니다. ","Eee... Nie wiem, co to jest i co próbujesz osiągnąć, ale nic się nie zmieniło, Teso. 
To koniec. Pakuj manatki.
Zamykamy ten projekt. ","Ahm... Eu não sei que é e nem o que esperava fazer com isso, mas nada mudou, Tesa. 
Terminou. Pegue as suas coisas.
Estamos encerrando
este projeto. ","Iı... Onun ne olduğunu ya da onun ne yapmasını beklediğini bilmiyorum ama hiçbir şey olmadı Tesa. 
Her şey bitti. Çantalarını hazırla.
Bu projeyi sonlandırıyoruz. ","呃……不知道那是什麼，或是你期待它能做什麼，但什麼都沒變啊，泰莎。
結束了，收拾東西吧。
我們要終止這個
專案。 "
BURNING_NOTICEBOARD_TESTING,"Keine Tests!
 
Genehmigung des Vorstands steht aus.
 
Hinter dem Absperrband bleiben.","No testing!
 
Awaiting board approval.
 
Stay behind caution tape.","¡Prohibido hacer pruebas!
 
Esperando aprobación de la junta.
 
No traspasar la cinta de seguridad.","¡Nada de pruebas!
 
Esperen la aprobación de la junta.
 
Manténganse detrás de la cinta de advertencia.","Pas d'expériences !
 
Consentement de la direction en attente.
 
Restez derrière le ruban de sécurité.","Niente test!
 
Sto aspettando il permesso del consiglio. 
 
Rimanete a debita distanza.","実験禁止！
 
理事会の承認待ち。
 
非常線を越えないこと。","테스트 금지!
 
이사회 승인 기다리는 중.
 
접근 금지 테이프를 넘지말 것.","Żadnych testów!
 
Czekamy na pozwolenie zarządu.
 
Nie przekraczać taśmy ostrzegawczej.","Sem testes!
 
Esperando aprovação do conselho.
 
Não ultrapasse a fita de contenção.","Testler durduruldu!
 
Kurul onayı bekleniyor.
 
İkaz bandını geçmeyin.","不准測試！
 
待董事會批准。
 
不要超越警示帶。"
NEIGHBORHOOD_PATH_PUZZLE_TITLE,Pfad,Path,Camino,Ruta,Le trajet,Percorso,道のり,경로,Ścieżka,Caminho,Yol,路徑
<!MissingKey:crystal>,Kristall,crystal,cristal,cristal,cristal,cristallo,クリスタル,크리스탈,kryształ,cristal,kristal,水晶
NEIGHBORHOOD_HILL_PROTESTORS_SPEECH1,"Die machen da drinnen seltsame Sachen, Mann. Hast du unser altes Mondscheinbad gesehen?","They're doing weird stuff in there, man. Did you see our old moon-gazing bath?","Ahí están haciendo movidas raras, tío. ¿Habéis visto nuestro bebedero de observación lunar?","Están haciendo cosas raras allí, hermano. ¿Viste nuestra vieja fuente para contemplar la luna?","Ils font des trucs bizarres là-dedans, les gars. Vous avez vu notre bassin de contemplation lunaire ?","Là dentro fanno cose bestiali, cioè. Avete visto la nostra vasca per fissare la luna?",あいつら、あそこでかなり奇妙なことをしてるんだぜ。あの古い月見風呂を見たか？,놈들이 거기서 이상한 짓을 하고 있어. 우리의 옛 달점 수반 봤어?,"Robią tam dziwne rzeczy. Widzieliście, co się stało z naszą księżycową wanienką?","Eles estão fazendo umas paradas estranhas lá, cara. Você viu a nossa antiga bacia de observação da lua?",İçeride çok garip şeyler yapıyorlar dostum. Eski ay izleme banyomuzu gördün mü?,天啊，他們在那裏面做些奇怪的事。你有看到我們的老觀月盆嗎？
<!MissingKey:Tim>,Tim,Tim,Tim,Tim,Tim,Tim,ティム,팀,Tim,Tim,Tim,提姆
