key,de,en,es,es_MX,fr,it,ja,ko,pl,pt_BR,tr,zh_TW
SPLASH_PLAY_BUTTON,Spielen,Play,Jugar,Jugar,Jouer,Gioca,プレイ,시작하기,Zagraj,Jogar,Oyna,開始遊戲
SPOT_PROGRESS_BAR_LABEL,Orte,spots,zonas,puntos,endroits,spazi,スポット,장소,Miejsca,locais,Kaynaklar,檢查點
PUZZLE_STATE_NOT_FILLED_IN,Nicht ausgefüllt,Not filled in,Incompleto,No completado,Emplacement(s) vide(s),Campo incompleto,記入なし,미완성,Nie wypełniono,Não preenchido,Boş yuva var.,卷軸未填入。
EFFECTS_VOLUME_LABEL,Effektlautstärke,Effects volume,Volumen de los efectos,Volumen de efectos,Volume des effets,Volume effetti,効果音の音量,효과 볼륨,Głośność efektów,Volume dos efeitos,Efekt seviyesi,音效音量
HOW_TO_PLAY_PUZZLE_NAME,Anleitung,How to Play,Cómo jugar,Cómo jugar,Tutoriel,Come si gioca,プレイ方法,플레이 방법,Sposób gry,Como jogar,Kılavuz,遊戲玩法
EXIT_SCENARIO_BUTTON,Szenario verlassen,Exit scenario,Salir de la escena,Salir del escenario,Quitter le scénario,Esci dallo scenario,シナリオを終了,시나리오 종료,Wyjdź z zagadki,Sair do cenário,Senaryodan Çık,離開場景
DELETE_SAVEGAME_DIALOG_CONFIRM,Löschen,Delete,Eliminar,Borrar,Réinitialiser,Elimina,削除,삭제,Usuń,Excluir,Sil,刪除
DEMO_OUTRO_IDOL_TEXT,GOLDENER GÖTZE von Lazarus Herst,GOLDEN IDOL of Lazarus Herst,GOLDEN IDOL de Lazarus Herst,GOLDEN IDOL de Lazarus Herst,GOLDEN IDOL de Lazarus Herst,GOLDEN IDOL di Lazarus Herst,ラザラス・ハーストの黄金像,라자루스 허스트의 GOLDEN IDOL,ZŁOTY BOŻEK Lazarusa Hersta,GOLDEN IDOL de Lazarus Herst,Lazarus Herst'ün ALTIN İDOLÜ,拉薩路斯·赫斯特的金神像
PUZZLE_STATE_TWO_OR_LESS,Zwei oder weniger falsch,Two or fewer incorrect,Dos errores o menos,Dos o menos errores,Deux emplacements ou moins sont incorrects,C'è almeno un errore.,不正解が2つ以下,2개 이하 오답,Jedno lub dwa nieprawidłowe,Um ou dois estão errados.,İki veya daha az yuva hatalı.,答錯欄位在兩個以下
INVENTORY_BUTTON_LABEL,Phrasen,Words,Frases,Frases,Mots,Parole,フレーズ,단서,Frazy,Frases,Kelimeler,詞語
CREDITS_BUTTON,MITWIRKENDE,Credits,CRÉDITOS,CRÉDITOS,CRÉDITS,RICONOSCIMENTI,クレジット,크레딧,AUTORZY,CRÉDITOS,EMEĞİ GEÇENLER,製作團隊
CONFIRM_LABEL,Ja,Yes,Sí,Sí,Oui,Sì,はい,네,Tak,Sim,Evet,是
CHAPTER_1_INTRO_DESCRIPTION,...in dem eine seltsame Bedrohung New Wells heimsucht.,... in which a strange threat looms over New Wells.,En el que una extraña amenaza se cierne sobre Nueva Wells.,... en el cual una extraña amenaza se cierne sobre New Wells.,... dans lequel une étrange menace apparaît sur New Wells.,... in cui incombe una strana minaccia su New Wells.,…ニューウェルズに奇妙な脅威が迫っている。,에서는 뉴웰스에 이상한 위협이 다가옵니다.,"... Nowe, dziwne zagrożenie pojawia się w New Wells.",... onde uma estranha ameaça paira sobre New Wells.,"Bu bölümde, New Wells şehrinin üzerine garip bir tehlike çökmüş durumda.",...奇異威脅在新威爾斯中蔓延
DEMO_OUTRO_TITLE_1,Vor 5 Jahren,5 years earlier,Hace 5 años,Hace 5 años,Il y a 5 ans,5 anni fa,５年前,5년 전,5 lat temu,5 anos atrás,5 yıl önce...,5年前
PLAY_BUTTON,Spielen,Play,Jugar,Jugar,Jouer,Gioca,プレイ,시작하기,Zagraj,Jogar,Oyna,開始遊戲
DEMO_OUTRO_TITLE_2,Kapitel 2: Verfolgung,Chapter 2: Pursuit,"Capítulo 2
Persecución",Capítulo 2: Persecución,Chapitre 2 : Poursuite,Capitolo 2: La caccia,第2章：追求,제 2장: 추구,Rozdział 2: Pogoń,Capítulo 2: Perseguição,2. Bölüm: Takip,第二章：追擊
FULL_SCREEN_PROMPT,"Drücke F, um in den Vollbildmodus zu aktivieren.","To toggle full-screen mode, press F.","Para cambiar a pantalla completa, pulsa F","Para cambiar a pantalla completa, presiona F.","Pour passer en mode plein écran, appuyez sur F.","Per la modalità a schermo intero, premi F.",フルスクリーンモードに切り替えるには、Fを押してください。,전체화면으로 전환하려면 F를 누르세요.,"Naciśnij F, aby wł./wył. tryb pełnoekranowy.","Para mudar para o modo de tela cheia, pressione F.","Tam ekran moduna geçiş yapmak için ""F"" tuşuna bas.",按下F切換至成全屏幕。
MASTER_VOLUME_LABEL,Gesamtlautstärke,Master volume,Volumen general,Volumen principal,Volume principal,Volume generale,主音量,마스터 볼륨,Głośność ogólna,Volume geral,Ana Ses,主音量
CANCEL_BUTTON,Abbrechen,Cancel,Cancelar,Cancelar,Annuler,Annulla,キャンセル,취소,Anuluj,Cancelar,İptal Et,取消
TUTORIAL_PUZZLE_HEADER_1,In diesem Spiel wirst du knifflige Kriminalfälle und andere seltsame Ereignisse lösen.,In this game you will solve scenarios involving murder and other strange events.,En este juego tendrás que resolver escenas de asesinatos y otros acontecimientos misteriosos.,En este juego resolverás escenarios que incluyen asesinatos y otros eventos extraños.,"Dans ce jeu, vous résoudrez des meurtres et autres événements étranges.","In questo gioco, risolverai scenari che includono omicidi e altri accadimenti strani.",このゲームでは殺人やその他の奇妙な出来事にまつわるシナリオを解決していきます。,본 게임에서는 살인 및 다른 기이한 사건과 관련된 시나리오를 풀게 됩니다.,W tej grze rozwiązujesz scenariusze związane z morderstwami i dziwnymi wydarzeniami.,"Neste jogo, você solucionará cenários que envolvem assassinato e outros eventos estranhos.",Bu oyunda cinayet ve diğer birçok tuhaf olayın geçtiği senaryolar çözeceksin.,在本遊戲中你將解決涉及謀殺和其他詭異事件的情境。
PINNACLE_MAGAZINE,Das Pinakel,"THE 
PINACLE",El pináculo,EL PINÁCULO,L'Apogée,LA VETTA,頂点,정점,Szczyt,O Pináculo,Doruk,巔峰
TUTORIAL_PUZZLE_HEADER_2,Hierfür ziehst du Wörter an die richtigen Stellen in den Sätzen.,You will do this by dragging words into the correct slots within sentences.,"Para ello, tendrás que arrastrar las palabras a los espacios correctos de las frases.",Lo harás arrastrando palabras a los espacios correctos en las oraciones.,"Pour ce faire, vous devrez faire glisser des mots aux bons emplacements dans des phrases.",Li risolverai trascinando le parole nelle caselle corrette all'interno delle frasi.,文章の中にある空欄に正しい言葉をドラッグすることで謎を解き明かしましょう。,문장 안에서 각 단어를 올바른 칸으로 끌면 됩니다.,"Robisz to, przeciągając słowa na odpowiednie miejsca w zdaniach.","Para isso, arraste as palavras até os espaços certos dentro das frases.","Bunu, kelimeleri cümlelerdeki doğru boş yuvalara sürükleyerek yapacaksın.",你將透過拖曳字詞到正確的句中欄位來進行。
TUTORIAL_QUEST_3,Wörter im Inventar bewegt,Words moved in inventory,Palabras del inventario movidas,Moviste las palabras en el inventario,Mots déplacés dans l'inventaire,Parole spostate nell'inventario,インベントリ内の言葉が移動されました,인벤토리에서 단어 옮김,Słowa przeniesione w ekwipunku,Palavras movidas no inventário,Envanterdeki kelimeler düzenlendi!,字詞已移至保存庫
"<!MissingKey:No, I will refresh my experience by replaying it>","Nein, ich werde es noch einmal durchspielen.","No, I will refresh my experience by replaying it","No, prefiero volver a jugarlo para refrescar la memoria","No, quiero rejugar el capítulo","Non, je souhaite réitérer l'expérience et rejouer au chapitre.","No, preferisco rivivere l'esperienza e giocare di nuovo il primo.",いいえ。もう一度プレイし直して、内容をおさらいする,아니요. 갱신해 다시 플레이할래요.,"Nie, chcę odświeżyć swoje wrażenia, grając ponownie","Não, vou jogar de novo para renovar minha experiência","Hayır, bölümü tekrar deneyimlemek istiyorum",不，我想重玩遊戲，重溫這段體驗
PUZZLE_STATE_SOLVED,Alles ist richtig!,Everything is correct!,¡Todo correcto!,¡Todo está bien!,Tout est correct !,È tutto corretto!,全部正解！,모두 정답입니다!,Wszystko się zgadza!,Tudo está correto!,Hepsi doğru!,一切均已正確填入。
TUTORIAL_QUEST_2,Elemente der unteren Leiste geöffnet,Bottom bar elements opened,Elementos de la barra inferior abiertos,Abriste los elementos de la barra inferior,Éléments de la barre du bas ouverts,Barra inferiore degli elementi aperta,最下部のバー項目が開きました,하단 요소 엶,Otwarte elementy dolnego paska,Elementos da barra inferior abertos,Alt çubuk bölümleri açıldı!,已開啟底部橫桿元件
BACK_BUTTON,Zurück,Back,Atrás,Atrás,Retour,Indietro,戻る,뒤로,Wstecz,Voltar,Geri,返回
TUTORIAL_QUEST_1,Ort erkundet,Location explored,Ubicación explorada,Exploraste la ubicación,Lieu exploré,Luogo esplorato,現場を探索しました,장소 살펴봄,Miejsce zbadane,Local explorado,Çevre keşfedildi,已探索地點
LANGUAGE_SELECT_PROMPT,"Wir sind entschlossen, das Spiel mit deinem Feedback noch weiter zu verbessern. Falls dir ein Problem auffällt oder du uns etwas mitteilen möchtest, nutze die Schaltfläche im Hauptmenü.","We are committed to continuing to improve the game with your input. If you spot issues or have feedback, please use the button on the main menu.","Nos comprometemos a seguir mejorando el juego con vuestras aportaciones. Si detectas problemas o tienes comentarios, usa el botón del menú principal.","Nos comprometemos a seguir mejorando el juego con tus aportaciones. Si detectas algún problema o tienes algún comentario, utiliza el botón del menú principal.","Nous nous engageons à continuer d'améliorer le jeu grâce à votre contribution. Si vous repérez des problèmes ou souhaitez nous faire des retours, veuillez utiliser le bouton du menu principal.","Vogliamo continuare a migliorare il gioco grazie al tuo contributo. Se riscontri problemi o vuoi dirci la tua opinione, utilizza il pulsante nel menu principale.",私達は、皆様のご意見を参考にしながら、これからもゲームを改善していきます。不具合や何らかのフィードバックがございましたら、メインメニューのボタンからお送りください。,"여러분의 피드백을 받으며 앞으로도 게임을 계속 개선할 예정입니다. 만일 문제를 발견했거나 피드백이 있는 경우, 메인 메뉴의 버튼을 이용해주세요.","Naszym celem jest dalsze ulepszanie gry w oparciu o opinie graczy. Jeśli zauważysz błąd lub chcesz nam przekazać swoją opinię, skorzystaj z przycisku w menu głównym.","Estamos comprometidos em continuar melhorando o jogo com a sua contribuição. Se você detectar problemas ou tiver algum comentário a fazer, use o botão no menu principal.",Oyunculardan gelecek geri bildirimlerle oyunu sürekli geliştirmeye devam edeceğiz. Oyunda sorunlarla karşılaşırsan veya geri bildirim paylaşmak istersen ana menüdeki düğmeye basman yeterli.,我們會持續根據大家的意見改進遊戲內容。如果發現任何問題或有建議，請透過主選單的意見回饋按鈕告訴我們！
SORT_PHRASES_ALPHABETICALLY_1,Sortieren (A-Z),Sort A-Z,Ordenar A-Z,Ordenar A-Z,Trier de A à Z,Ordina da A a Z,並べ替え：A - Z,알파벳순 정렬,Sortuj A-Z,Ordenar de A a Z,Sırala (A-Z),以筆劃排列
FOLLOW_US_BUTTON,Folge uns,Follow us,Síguenos,Síguenos,Suivez-nous,Seguici,フォローする,팔로우하기,Obserwuj nas,Seguir,Bizi Takip Et,關注我們
TUTORIAL_QUEST_5,Ab jetzt bist du beim Lösen der kommenden Mysterien auf dich alleingestellt.,Now you are on your own to solve the mystery at hand.,Ahora te toca resolver el misterio que se te presenta.,Ahora ya puedes resolver el misterio inminente por tu cuenta.,"Maintenant, vous allez devoir résoudre ce mystère par vous-même.",Ora tocca a te risolvere i misteri in arrivo.,これで依頼されている謎を解く準備が整いました。,이제 혼자서 미스터리를 해결해야 합니다.,Teraz musisz samodzielnie rozwiązać tę sprawę.,Agora você está por conta própria para solucionar o mistério.,Elindeki gizemi çözmek için artık tek başınasın.,現在你將獨自解開手上的謎題。
PRESS_ANYWHERE_PROMPT_PC,"Klicken, um fortzufahren",Press anywhere to continue,Pulsa para continuar,Haz clic para continuar,Cliquez pour continuer,Clicca per continuare,クリックして続行,클릭해서 계속하기,"Kliknij, aby kontynuować",Clique para continuar,Devam etmek için tıkla,點擊以繼續
PREVIOUS_CHAPTER,Vorheriges Kapitel,Previous chapter,Capítulo anterior,Capítulo anterior,Chapitre précédent,Capitolo precedente,前の章,이전 장,Poprzedni rozdział,Capítulo anterior,Önceki bölüm,上一章
TUTORIAL_QUEST_4,Elemente ein-/ausgeblendet,Elements toggled on/off,Elementos mostrados u ocultados,Ocultaste/mostraste los elementos,Éléments activés/désactivés,Attiva/disattiva elementi,項目表示のオン/オフを切り替えました,요소 켬/끔 토글,Elementy włączone/wyłączone,Ativar/desativar elementos,Bölümler açıldı/gizlendi!,元件開啟／關閉
SPLASH_TITLE,The Rise of the [b]Golden Idol[/b],The Rise of the [b]Golden Idol[/b],The Rise of the [b]Golden Idol[/b],The Rise of the [b]Golden Idol[/b],The Rise of the [b]Golden Idol[/b],The Rise of the [b]Golden Idol[/b],"ザ・ライズ・オブ
ザ・ゴールデン・アイドル",다시 깨어난 황금 우상,The Rise of the [b]Golden Idol[/b],The Rise of the [b]Golden Idol[/b],The Rise of the [b]Golden Idol[/b],黃金神像謀殺案再起
DEMO_ENDING_TITLE,Hervorragend gemacht,Excellently done,Muy bien hecho,Muy bien hecho,Très bien joué,Lavoro eccezionale,よくやった,완벽합니다!,Świetna robota,Excelente,Mükemmel bir iş çıkardın!,做得很好
UNLOCK_EXTENDED_CONTENT_BTN,Schalte den erweiterten Inhalt jetzt frei,Skip to Chapter 2,Desbloquear ahora el contenido extendido,Desbloquea ya el contenido extendido,Déverrouiller le contenu supplémentaire maintenant,Sblocca subito i contenuti estesi,拡張コンテンツを今すぐアンロック,지금 확장 콘텐츠 잠금 해제,Odblokuj rozszerzoną zawartość teraz,Desbloqueie já o conteúdo estendido,Hemen detaylı içeriğin kilidini aç,立即解鎖時間延長的內容
WISHLIST_BUTTON,Wunschliste:,Wishlist on,Lista de deseados de,Lista de deseados en,Liste de souhaits :,Lista dei desideri,ウィッシュリスト登録,위시리스트에 추가,Dodaj do listy życzeń,Lista de Desejos na,İstek Listesine Ekle,加至願望清單
MUSIC_VOLUME_LABEL,Musiklautstärke,Music volume,Volumen de la música,Volumen de música,Volume de la musique,Volume musica,音楽,음악 볼륨,Głośność muzyki,Volume da música,Müzik Seviyesi,音樂音量
CURSE_MAGAZINE,Der Fluch,"THE 
CURSE",La maldición,LA MALDICIÓN,La Malédiction,IL MALE,呪い,저주,Klątwa,A Maldição,Lanet,詛咒
PROMPT_RESET_SCENARIO,"Bist du sicher, dass du den Fortschritt des Szenarios zurücksetzen willst?",Are you sure you want to reset the progress of this scenario?,¿Seguro que quieres borrar el progreso de esta escena?,¿Confirmas que quieres reiniciar el progreso de este escenario?,Voulez-vous vraiment réinitialiser la progression de ce scénario ?,Confermi di voler azzerare i progressi di questo scenario?,本当にこのシナリオの進行度をリセットしますか？,정말 해당 시나리오의 진행도를 모두 초기화하시겠어요?,Czy na pewno chcesz zresetować postępy tego scenariusza?,Quer apagar todo o progresso deste cenário?,Bu senaryodaki ilerlemeni sıfırlamak istediğine emin misin?,確定要重置在本場景的所有進度嗎？
DISCOVERED_UI_LABEL,Entdeckt!,discovered!,¡Descubierto!, ¡Descubierto!,Découvert !,Trovato!,新発見！,발견!,Odkryto!,Descoberta!,Keşfedildi!,已檢查！
TRAILING_QUESTION_MARK, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?
CHAPTER_1_INTRO_TITLE,Kapitel 1: Der Fluch,Chapter 1: The Curse,Capítulo 1 - La maldición,Capítulo 1: La maldición,Chapitre 1 : La Malédiction,Capitolo 1: La maledizione,第1章：呪い,제 1장: 저주,Rozdział 1: Klątwa,Capítulo 1: A Maldição,1. Bölüm: Lanet,第一章：詛咒
CHAPTER_1_INTRO_HEADER,"Herzlichen Glückwunsch zur Lösung deines ersten Falls! 
Willkommen bei","Congratulations on finishing your first case! 
Welcome to...","¡Felicidades por haber finalizado tu primer caso! 
Bienvenido al","¡Felicitaciones por completar tu primer caso! 
Bienvenido a","Félicitations d’avoir résolu votre première affaire ! 
Bienvenue dans","Congratulazioni per aver terminato il tuo primo caso! 
Ora ti attende","初めての事件の解決、おめでとう！ 
ようこそ","첫 사건을 완료하신 것을 축하합니다!
환영합니다.","Gratulacje z okazji rozwiązania pierwszej sprawy!
Czas na","Parabéns por resolver seu primeiro caso! 
Boas-vindas ao","İlk vakanı tamamladığın için tebrikler! 
Sırada...","恭喜你偵破你的第一宗案件！
歡迎來到"
EXIT_GAME_DIALOG,"Bist du sicher, dass du das Spiel verlassen willst?",Are you sure you want to exit the game?,¿Seguro que quieres salir del juego?,¿Estás seguro que quieres salir del juego?,Voulez-vous vraiment quitter le jeu ?,Confermi di voler uscire dal gioco?,本当にゲームを終了しますか？,정말 게임을 종료하시겠습니까?,Czy na pewno chcesz wyjść z gry?,Tem certeza que quer sair do jogo?,Oyundan çıkmak istediğine emin misin?,確定要離開遊戲嗎？
SETTINGS,EINSTELLUNGEN,Settings,AJUSTES,AJUSTES,PARAMÈTRES,IMPOSTAZIONI,設定,설정,USTAWIENIA,CONFIGURAÇÕES,AYARLAR,設定
"<!MissingKey:Congratulations! You have deduced your way through the first scenario of Chapter 2 of The Rise of the Golden Idol. Please treat your intellect to a well-deserved rest. By no later than the end of 2024, The Rise of the Golden Idol will release worldwide, with 20 scenarios to uncover and untangle.>",,"Congratulations! You have deduced your way through the first scenario of Chapter 2 of The Rise of the Golden Idol. Please treat your intellect to a well-deserved rest. By no later than the end of 2024, The Rise of the Golden Idol will release worldwide, with 20 scenarios to uncover and untangle.
Wishlist the game to prepare for what’s coming next. Be ready for anything!
—Team Idol",,,,,,,,,,
REPORT_ISSUE,Melde ein Problem,Report an issue,Informar de un problema,Informar un problema,Signaler un problème,Segnala un problema,問題を報告する,문제 보고,Zgłoś problem,Relatar um erro,Hata bildir,回報問題
PRESS_ANYWHERE_PROMPT_PC,"Tippen, um fortzufahren",Press anywhere to continue,Toca para continuar,Toca para continuar,Appuyer pour continuer,Tocca per continuare,タップして続行,탭해서 계속하기,"Dotknij, aby kontynuować",Toque para continuar,Devam Etmek için Dokun,點擊以繼續
PLAY_FIRST_GAME,Spiele The Case of the Golden Idol,Play the Case of the Golden Idol,Jugar a The Case of the Golden Idol,Juega The Case of the Golden Idol,Jouer à The Case of the Golden Idol,Gioca a The Case of the Golden Idol,『the Case of the Golden Idol』をプレイする,황금 우상 사건 플레이,Zagraj w The Case of the Golden Idol,Jogue The Case of the Golden Idol,The Case of the Golden Idol Oyna,玩黃金神像謀殺案
PHRASE_PROGRESS_BAR_LABEL,Phrasen,words,frases,frases,mots,parole,フレーズ,단서,Słowa,frases,Kelimeler,詞語
NEXT_CHAPTER,Nächstes Kapitel,Next chapter,Capítulo siguiente,Capítulo siguiente,Chapitre suivant,Capitolo successivo,次の章,다음 장,Następny rozdział,Próximo Capítulo,Sonraki bölüm,下一章
UNLOCK_BTN,Freischalten,Unlock,Desbloquear,Desbloquear,Déverrouiller,Sblocca,アンロック,잠금 해제,Odblokuj,Desbloquear,Kilidini Aç,解鎖
VICTORY_DIALOG_TITLE,Du hast das Szenario gelöst!,You have solved the scenario!,¡Has resuelto la escena!,¡Haz resuelto el escenario!,Vous avez complété la scène !,Scenario risolto!,シナリオを解決した！,시나리오를 해결했습니다!,Znajdujesz rozwiązanie!,Você resolveu o cenário!,Senaryoyu çözdün!,你已完成此場景！
