key,de,en,es,es_MX,fr,it,ja,ko,pl,pt_BR,tr,zh_TW
cinema_office_ban,LOKAL- VERBOT,BANNED  FOR LIFE,VETADOS PARA SIEMPRE,VETADO  DE POR VIDA,BANNI À VIE,BANDITO A VITA,一生出入り禁止,영구 출입금지 명단,ZAKAZ  WSTĘPU,BANIDO PARA SEMPRE,ÖMÜR BOYU YASAKLI,終身 禁止進入
prison_arthur_desk_small_note,"Ich kann dich hören! Ungezogen, ungezogen!","I can hear you! Naughty, naughty!",¡Te estoy oyendo! ¡Qué pillín!,"¡Te escucho! ¡Travieso, travieso!",J'entends tout ! Ouh le vilain !,Ti sento! Cattivone!,お前の声は聴こえて いる！悪い奴め！,"네 소리 들려! 말썽쟁이, 앙큼하기는!",Słyszę cię! Ładnie to tak?,Eu tô te ouvido! Seu traquinas!,Seni duydum! Yaramaz seni!,我聽得見你！ 搗蛋鬼！
cinema_projector_poster2,"Tauche ein in eine Welt voller Filmmagie, dank unserem einzigartigen Neptunkristall™.","Enter a world of movie magic, thanks to our one-of-a-kind Neptune Crystal™","Entra en un universo mágico de película, gracias a nuestro Cristal Neptune™ único en el mundo",Entra en un mundo de magia de película gracias a nuestro Cristal Neptuno™ único en su especie.,Redécouvrez la magie du cinéma grâce à notre Cristal Neptune™ unique en son genre !,"Entra nel magico mondo del cinema, grazie all'inimitabile cristallo Neptune™","当社独自のネプチューン・クリスタル™で、 映画の世界の
魔法を体験しましょう",세상 단 하나뿐인 넵튠 크리스탈™로 영화 마법의 세계에 들어오세요!,Poznajcie świat filmowej magii dzięki unikatowemu kryształowi Neptuna™.,Entre num mundo da magia do cinema graças ao nosso exclusivo Cristal Neptune™,Türünün tek örneği Neptün Kristal™ teknolojisi sayesinde film büyüsüyle dolu bir dünyaya adım atın!,我們獨一無二的海王星水晶™，帶您進入電影魔力世界
auction_1day_board_body,"Am 13. August
Gastgeber: Nils Wilmington
 
19:00 Uhr – Eröffnungszeremonie
19:15 Uhr – Auktionsstart
20:10 Uhr – Cocktails und Entgegennahme
 
Die Abholung der verkauften Objekte durch den Verwalter erfolgt zu folgenden Zeiten:
  
20.15 Uhr – Objekt 1, 20:25 Uhr – Objekt 2, 20:35 Uhr – Objekt 3, 20:45pm – Objekt 4, 20:55 Uhr – Objekt 5
 
21:00 Uhr – Abschlussfeier
 ","On August 13
Hosted by Nils Wilmington
 
7pm – opening ceremonies
7.15pm – start of auction
8.10pm – cocktails and collections
 
Sold lots will be retrieved by the property manager at the following times:
  
8.15pm – Lot 1, 8.25pm – Lot 2, 8.35pm – Lot 3, 8.45pm – Lot 4, 8.55pm – Lot 5
 
9pm – closing ceremonies
 ","13 de agosto
Presenta Nils Wilmington
 
19:00 - ceremonia de apertura
19:15 - inicio de la subasta
20:10 - cócteles y cobros
 
Los propietarios recogerán los lotes vendidos en las siguientes horas:
 
20:15 - Lote 1, 20:25 - Lote 2, 20:35 - Lote 3, 20:45 - Lote 4, 20:55 - Lote 5
 
21:00 - ceremonia de cierre
 ","El 13 de agosto
conducida por Nils Wilmington
 
7 p. m.: ceremonias de apertura
7.15 p. m.: comienzo de la subasta
8.10 p. m.: cócteles y colecciones
 
El administrador de propiedades retirará los lotes vendidos en las siguientes horas:
 
8.15 p. m. – Lote 1, 8.25 p. m. – Lote 2, 8.35 p. m. – Lote 3, 8.45 p. m. – Lote 4, 8.55 p. m. – Lote 5
 
9 p. m.: ceremonias de cierre
 ","Le 13 août
Tenue par Nils Wilmington
 
19 h – Cérémonie d'ouverture
19 h 15 – Début de la vente
20 h 10 – Cocktails et récupération
 
Les lots vendus seront récupérés par le gestionnaire des biens aux heures suivantes :
  
20 h 15 – Lot 1, 20 h 25 – Lot 2, 20 h 35 – Lot 3, 20 h 45 – Lot 4, 20 h 55 – Lot 5
 
21 h – Cérémonie de clôture
 ","Giorno 13 agosto
Organizzata da Nils Wilmington
 
19:00 – cerimonia d'apertura
19:15 – inizio dell'asta
20:10 – cocktail e riscossione
 
I lotti venduti verranno ritirati dal gestore ai seguenti orari:
 
20:15 – lotto 1, 20:25 – lotto 2, 20:35 – lotto 3, 20:45 – lotto 4, 20:55 – lotto 5
 
21:00 – cerimonia di chiusura
 ","8月13日
主催：ニルズ・ウィルミントン
 
午後7時 – 開会式
午後7時15分 – オークション開始
午後8時10分 – カクテルおよびコレクション
 
販売済みの品物は、以下の時間に不動産管理者に
よって引き取られます：
  
午後8時15分 – 品物1、午後8時25分 – 品物2、午後8時35分 – 品物3、午後8時45分 – 品物4、午後8時55分 – 品物5
 
午後9時 – 閉会式
 ","8월 13일
닐스 윌밍턴 주최
 
7pm – 개회식
7:15pm – 경매 시작
8:10pm – 칵테일 및 수집품
 
판매된 물품은 자산 관리자가 다음 시각이 회수할 예정입니다:
  
8:15pm – 1번 경매품, 8:25pm – 2번 경매품, 8:35pm – 3번 경매품, 8:45pm – 4번 경매품, 8:55pm – 5번 경매품
 
9pm – 폐회식
 ","Dzień: 13 sierpnia
Gospodarz: Nils Wilmington
 
19:00 – ceremonia otwarcia
19:15 – rozpoczęcie aukcji
20:10 – koktajle i kolekcje
 
Sprzedane numery zostaną przyniesione przez zarządcę nieruchomości o następujących godzinach:
  
20:15 – nr 1, 20:25 – nr 2, 20:35 – nr 3, 20:45 – nr 4, 20:55 – nr 5.
 
21:00 – ceremonia zamknięcia
 ","Em 13 de agosto
Apresentado por Nils Wilmington
 
19h – cerimônia de abertura
19h15 – início do leilão
20h10 – coquetéis e coleções
 
Os lotes vendidos serão recolhidos pelo gerente de propriedade nos seguintes horários:
  
20h15 – Lote 1, 20h25 – Lote 2, 20h35 – Lote 3, 20h45 – Lote 4, 20h55 – Lote 5
 
21h – cerimônia de encerramento
 ","13 Ağustos'ta
Sunucu: Nils Wilmington
 
19.00 - Açılış seremonisi
19.15 - Açık artırma
20.10 - Kokteyl ve eşyaların tahsilatı
 
Satılan parçalar, aşağıdaki programa göre sırayla mülk yöneticisi tarafından getirilecek:
  
20.15 - 1. Parça, 20.25 - 2. Parça, 20.35 - 3. Parça - 20.45 - 4. Parça, 20.55 - 5. Parça
 
21.00 - Kapanış seremonisi
 ","8 月 13 日
由尼爾斯·威彌爾頓主持
 
晚上 7 點 – 開幕式
晚上 7 點 15 分 – 拍賣開始
 晚上 8 點 10 分 – 雞尾酒會和收藏品展示
 
資產經理將在以下時間取回已售出的拍賣品：
  
晚上 8 點 15 分 – 拍賣品 1，晚上 8 點 25 分 – 拍賣品 2，晚上 8 點 35 分 – 拍賣品 3，晚上 8 點 45 分 – 拍賣品 4，晚上 8 點 55 分 – 拍賣品 5
 
晚上 9 點 – 閉幕式
 "
cinema_projector_poster1,Wir bieten unseren Gästen mit unserer  einzigartigen True 3D™-Technologie  eine Flucht aus dem Alltag!,"We give our guests an escape from their mundane lives, with our unique True 3D™ technology!","¡Con nuestra tecnología exclusiva 3D Real™, proporcionamos a nuestros clientes una vía de escape de sus rutinas!",¡Nuestros invitados pueden escapar de sus monótonas vidas con nuestra tecnología 3D Real™!,Nous permettons à nos clients de fuir leur quotidien grâce à notre technologie True 3D™ unique !,"Offriamo una via di fuga dalla vita ordinaria, con l'esclusiva tecnologia Vero 3D™!",当社のユニークな真3D™テクノロジーで、平凡な日々から逃げ出すチャンスを提供します！,저희만의 True 3D™ 기술로 따분한 일상에서 탈출하는 여러분의 꿈을 실현해 드립니다!,Zapewniamy ucieczkę od przyziemnego życia dzięki naszej technologii True 3D™!,Oferecemos aos nossos clientes uma fuga de suas vidas comuns com nossa tecnologia True 3D™!,"Benzersiz Gerçek 3B™ teknolojimiz ile konuklarımıza, günlük rutinlerinden kaçış olanağı sunuyoruz!",獨家真實 3D™ 技術，提供我們的賓客一個機會逃離平凡無奇的生活！
number_andy_speech,"Miss Cunningham wird mich feuern, wenn ich das nicht in Ordnung bringe!",Miss Cunningham's gonna fire me if I can't get this fixed!,"¡Como no arregle esto, la señora Cunningham echará fuego por los ojos!",¡La señorita Cunningham me despedirá si no arreglo esto!,Mlle Cunningham va m'incendier voire me virer si je ne parviens pas à le réparer !,La signorina Cunningham mi licenzierà se non lo aggiusto!,これを修理できなきゃ、ミス・カニングハムにクビにされてしまう！,이거 못 고치면 커닝엄 씨가 내게 불 같이 화를 낼 텐데!,"Pani Cunningham mnie zwolni, jeśli tego nie naprawię!",A Sra. Cunningham vai me demitir se eu não consertar isso!,Bunu tamir edemezsem Bayan Cunningham beni kesin kovar!,如果弄不好的話，肯寧罕小姐會開除我的！
"<!MissingKey:Tonight, we will see [labelid=pid_Bertrand] [labelid=pid_lose] his [labelid=pid_head].     WINNER: Mike! >","Heute sehen wir, wie [labelid=pid_Bertrand] seinen  [labelid=pid_head] [labelid=pid_lose].     GEWINNER: Mike! ","Tonight, we will see [labelid=pid_Bertrand] [labelid=pid_lose] his [labelid=pid_head].     WINNER: Mike! ",Esta noche veremos a [labelid=pid_Bertrand] [labelid=pid_lose] su [labelid=pid_head].     GANADOR: ¡Mike! ,Esta noche veremos a [labelid=pid_Bertrand] [labelid=pid_lose] su [labelid=pid_head].     GANADOR: ¡Mike! ,"Ce soir, nous allons voir [labelid=pid_Bertrand] [labelid=pid_lose] son atypique [labelid=pid_head].     GAGNANT : Mike ! ",Stasera vedremo[labelid=pid_Bertrand] [labelid=pid_lose] la [labelid=pid_head].     HA VINTO Mike!! ,今夜[labelid=pid_Bertrand]が[labelid=pid_head]を [labelid=pid_lose]。     勝者：マイク！ ,오늘밤 우리는[labelid=pid_Bertrand]가 [labelid=pid_head]를 [labelid=pid_lose] 것을 볼 것이다.     승자: 마이크! ,"Zobaczymy dziś, jak [labelid=pid_Bertrand] [labelid=pid_lose] swoją [labelid=pid_head].     ZWYCIĘZCA: Mike! ","Hoje à noite, veremos [labelid=pid_Bertrand] [labelid=pid_lose] a [labelid=pid_head].     VENCEDOR: Mike! ",Bu akşam göreceğiz: [labelid=pid_Bertrand] [labelid=pid_head] [labelid=pid_lose].     KAZANAN: Mike! ,今晚，我們會看到[labelid=pid_Bertrand][labelid=pid_lose]掉了 他的[labelid=pid_head]。     贏家：麥克！ 
auction_1night_creature_tooltip,Ein der Wissenschaft unbekanntes Geschöpf.,A creature unknown to science,Una criatura que la ciencia desconoce,Criatura desconocida para la ciencia,Une créature inconnue de la science,Una creatura ignota alla scienza,科学的に未知の生き物,과학으로 밝혀지지 않은 생명체,Stworzenie nieznane nauce,Uma criatura desconhecida pela ciência,Bilimin bilmediği bir yaratık,一隻神秘未知生物
<!MissingKey:The [labelid=pid_bet] between Mike and         : >,Die [labelid=pid_bet] zwischen Mike und         : ,The [labelid=pid_bet] between Mike and         : ,La [labelid=pid_bet] entre Mike y         : ,La [labelid=pid_bet] entre Mike y         : ,Le [labelid=pid_bet] entre Mike et          : ,La [labelid=pid_bet] tra Mike e          : ,マイクと         の間の[labelid=pid_bet]： ,마이크와          사이의 [labelid=pid_bet]: ,To [labelid=pid_bet] między Mikiem a         : ,A [labelid=pid_bet] entre Mike and         : ,Bu [labelid=pid_bet] girenler: Mike ve          ,麥克和         之間的[labelid=pid_bet]： 
prison_window_tooltip,Ein vergittertes Fenster.,A barred window,Una ventana con rejas,Ventana enrejada,Une fenêtre avec grille,Una finestra sbarrata,鉄格子の窓,쇠창살이 있는 창문,Okno z kratami,Uma janela com grades,Parmaklıklı pencere,一個有鐵桿的窗戶
prison_drainpipe_tooltip,Ein Abwasserrohr.,A drainpipe,Una cañería,Desagüe,Une gouttière,Un tubo di scolo,排水管,배수관,Rynna,Um cano de drenagem,Gider borusu,一條排水管
pursuit_arc_radio_snippet_body,"[b]Moderator:[/b] Was lässt Sie glauben, dass Sie Erfolg haben werden, wo niemand sonst es hatte?
 
[b]Befragte Person:[/b] Anders als diejenigen, die es bereits versucht haben, weiß ich, dass der Götze mehr ist als die Summe seiner Teile. Will man ihn erfolgreich wieder zusammensetzen, braucht man zunächst ein tiefes Verständnis des Universums.
 
[b]Moderator:[/b] Aha … Und wie können wir wissen, dass Sie nicht nur ein weiterer Betrüger sind, der hofft, mit dem nächsten billigen Imitat zu profitieren?
 
[b]Befragte Person:[/b] Fühlen Sie meine Energie. Nehmen Sie sie einen Moment lang wahr. Und ich lade jeden zu Hause ein, das Gleiche zu tun.
 
...
 
Sehen Sie? Jetzt wissen Sie es.
 
[b]Moderator:[/b] Okayyy, dann … Die Zuhörer dürfen daraus wohl machen, was sie wollen.","[b]Host:[/b] What makes you think you'll succeed, when no one else has?
 
[b]Interviewee:[/b] Unlike those who have tried before, I understand that the idol is more than the sum of its parts. To reassemble it successfully, one first needs a deep understanding of the universe.
 
[b]Host:[/b] I see... And how do we know you're not just another fraud, hoping to cash in on the next cheap knockoff?
 
[b]Interviewee:[/b] Feel my energy. Be present with it for a moment. And I invite everyone at home to do likewise.
 
...
 
You see? Now you know.
 
[b]Host:[/b] Okayyy, then... I suppose the listeners can make of that what they will.","[b]Presentador:[/b] ¿Por qué crees que lo conseguirás, si nadie más ha sido capaz?
 
[b]Entrevistada:[/b] A diferencia de los demás que lo han intentado, yo entiendo que el ídolo es mucho más que la suma de sus piezas. Para volver a montarlo, hace falta un gran conocimiento del universo.
 
[b]Presentador:[/b] Ya veo... ¿Y cómo podemos saber que no eres una farsante que quiere sacar provecho de una copia barata?
 
[b]Entrevistada:[/b] Siente mi energía. Te invito a ti y a todos los que nos escuchan desde casa a percibirla unos segundos.
 
...
 
¿Has visto? Ahora ya lo sabes.
 
[b]Presentador:[/b] Ehhhh, de acuerdo... Los oyentes ya sacarán sus conclusiones, supongo.","[b]Presentador:[/b] ¿Qué te hace creer que lo lograrás cuando nadie lo hizo?
 
[b]Entrevistada:[/b] Al contrario de quienes ya lo han intentado, yo entiendo que el ídolo es más que la suma de sus partes. Para rearmarlo exitosamente, primero necesitas comprender el universo en profundidad.
 
[b]Presentador:[/b] Ya veo… ¿Y cómo sabemos que no eres otro fraude que intenta vender otra copia barata?
 
[b]Entrevistada:[/b] Siente mi energía. Está presente con ella por un momento. E invito a todos en casa a que hagan lo mismo.
 
…
 
¿Ves? Ahora lo sabes.
 
[b]Presentador:[/b] Bieeeen… Creo que los oyentes pueden tomarlo como quieran.","[b]Animateur :[/b] Qu'est-ce qui vous fait penser que vous réussirez là où tout le monde a échoué ?
 
[b]Personne interrogée :[/b] Contrairement à ceux qui ont essayé par le passé, je comprends que l'idole est plus que la somme de ses parties. Pour la réassembler correctement, il faut d'abord avoir une profonde compréhension de l'univers.
 
[b]Animateur :[/b] Je vois... Et comment être sûr que vous n'êtes pas simplement un autre imposteur, qui espère gagner gros avec un faux ?
 
[b]Personne interrogée :[/b] Ressentez mon énergie. Soyez présent pour l'accueillir un moment. Et j'invite chaque personne chez soi à en faire de même.
 
...
 
Vous voyez ? Maintenant, vous savez.
 
[b]Animateur :[/b] D'aaaccord... Bon, j'imagine que nos auditeurs se feront leur propre idée.","[b]Domanda:[/b] Cosa le fa avere tanto ottimismo, quando nessun altro ci è riuscito?
 
[b]Risposta:[/b] A differenza di chi ci ha provato in passato, io so che l'idolo è più della somma delle sue parti. Per ricomporlo, il presupposto è una profonda comprensione dell'universo.
 
[b]Domanda:[/b] Ok... E chi ci dice che non sia una truffa e che lei non voglia arricchirsi con un'imitazione da quattro soldi?
 
[b]Risposta:[/b] Provi a sentire la mia energia. Si concentri. E invito tutti a casa a fare altrettanto.
 
...
 
Vede? Ora lo sa.
 
[b]Domanda:[/b] Oh, ok... Immagino che gli ascoltatori possano trarne le loro conclusioni.","[b]司会者：[/b] 他の誰も成功できていない中、どうしてあなたは自分が成功できると思うのですか？
 
[b]インタビューを受ける人：[/b] 以前試みた人々とは違い、私はあの像がただのパーツを組み合わせたもの以上であることを理解しています。その組み立て直しを成功させるためには、世界を深く理解できていることが必要なのです。
 
[b]司会者：[/b] なるほど… そして、あなたが次に出てくる安価な模造品で儲けようとする単なる詐欺師でないという証拠はあるのでしょうか？
 
[b]インタビューを受ける人：[/b] 私のエネルギーを感じてください。そのエネルギーと共に、今この瞬間に集中するのです。ご自宅で聴いている方々も、同じように集中してみてください。
 
…
 
どうですか？これでお分かりいただけたでしょう。
 
[b]司会者：[/b] えーっと、それでは… 感想はリスナーの皆さんの解釈にお任せするとしましょう。","[b]진행자:[/b] 왜 본인은 성공할 거라고 생각하죠? 아직 성공한 사람이 없는데도요?
 
[b]인터뷰 응답자:[/b] 이전에 시도한 사람들과 달리 전 우상이 그냥 부위를 합친 게 아니란 걸 알거든요. 그걸 재조립하는 데 성공하려면 먼저 우주를 깊게 이해해야 합니다.
 
[b]진행자:[/b] 그렇군요... 그렇다면, 당신이 또 다른 사기꾼이 아니란 건 어떻게 알 수 있죠? 싸구려 모조품으로 돈을 벌려고 하는 건 아닌가요?
 
[b]인터뷰 응답자:[/b] 제 기운을 느껴 보세요. 잠시 기운과 함께 현재에 집중해 보세요. 집에 있는 모든 분이 같이 해보길 바랍니다.
 
...
 
보셨죠? 이제 아실 겁니다.
 
[b]진행자:[/b]네에, 알겠습니다. 그럼... 청취자 여러분이 각자 원하는 대로 해석할 수 있을 거라고 믿습니다.","[b]Reporter:[/b] Tak wielu już tego próbowało. Czy tym razem naprawdę będzie inaczej?
 
[b]Gość:[/b] W przeciwieństwie do innych ja rozumiem, że bożek to coś więcej niż suma jego części. Aby skutecznie go złożyć, trzeba najpierw dogłębnie zrozumieć Wszechświat.
 
[b]Reporter:[/b] Rozumiem... A skąd mamy wiedzieć, że to nie jest kolejne oszustwo? Zwykła próba dorobienia się na taniej podróbce?
 
[b]Gość:[/b] Proszę poczuć moją energię, wpuścić ją na chwilę do swojego życia. Zapraszam do tego wszystkich.
 
...
 
O! Teraz wszystko już jasne.
 
[b]Reporter:[/b] No dobrze... Słuchacze będą musieli sami zdecydować, co o tym sądzą.","[b]Apresentador:[/b] Por que acha que você conseguirá quando mais ninguém conseguiu?
 
[b]Entrevistado:[/b] Diferente daqueles que tentaram antes, eu compreendo que o ídolo é mais do que a soma de suas partes. Para remontá-lo com sucesso, é preciso ter um conhecimento aprofundado sobre o universo.
 
[b]Apresentador:[/b] Entendi... E como saberemos que você não é só mais farsante esperando ganhar um dinheiro fácil com uma falsificação barata?
 
[b]Entrevistado:[/b] Sinta minha energia. Esteja presente com ela por um instante. Convido a todos em casa a fazerem o mesmo.
 
...
 
Viu? Agora você sabe.
 
[b]Apresentador:[/b] Tá certo... Então, acredito que os ouvintes vão interpretar isso como preferirem.","[b]Sunucu:[/b] Şimdiye kadar kimse bunu başaramamışken size bunu başarabileceğinizi düşündürten nedir?
 
[b]Konuşmacı:[/b] Benden öncekilerden farklı olarak şunu biliyorum, idol onu bir araya getiren parçalardan ibaret değil. Onu başarılı bir şekilde bir araya getirmek istiyorsan evrenin işleyişi hakkında derin bir bilgiye sahip olman gerekir.
 
[b]Sunucu:[/b] Anladım... Peki sizin ucuz bir kopya ile hızlı para kazanmak isteyen başka bir dolandırıcı olmadığınızı nasıl bileceğiz?
 
[b]Konuşmacı:[/b] Enerjimi hisset. Anda olmayı bir dene. Evde bizi dinleyen herkesi bunu yapmaya davet ediyorum.
 
...
 
 Anladınız mı? Artık biliyorsunuz.
 
[b]Sunucu:[/b] Pekâlâ... Evet, tabii dinleyiciler dilediklerini yapmakta özgür.","[b]主持人：[/b]當沒有其他人做到時，是什麼讓你覺得你能成功？
 
[b]受訪者：[/b]不像那些曾經嘗試過的人，我明白那個神像不僅只是它的零件的組合體。如果要能成功地重組，首先需要對宇宙有一個深入的了解。
 
[b]主持人：[/b]原來如此……那我們要怎麼知道您不是另一個騙子，想著要用下一個廉價的仿冒品來圖利？
 
[b]受訪者：[/b]去感受我的能量。和它共存一下子。接著我邀請在家裡的各位聽眾也試著去感受。
 
……
 
你看，現在你就理解了吧。
 
[b]主持人：[/b]呃……那好吧……我想聽眾們可以自己去解讀這一點。"
auction_1day_oriel_money_tooltip,3.100 ‡,"‡3,100",3100 ‡,‡3100,3 100 ‡,‡3.100,"‡3,100","‡3,100",3100 ‡,‡3.100,‡3.100,"‡3,100"
